ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
WMT,Walmart Inc.,NASDAQ,Consumer Defensive,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.89, 'resistance_level': None, 'volume_ratio_3d_to_20d': 2.01, 'rsi14': 61.77, 'above_ma10_ma20_ma50': True, 'ma10': 103.17, 'ma20': 102.74, 'ma50': 103.53, 'realized_vol_5d_ann_pct': 53.76}",105.31999969482422,940557271040,1946675366.0783386,2025-11-21T00:00:00Z
GOOGL,Alphabet Inc.,NASDAQ,Communication Services,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.21, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.65, 'rsi14': 60.2, 'above_ma10_ma20_ma50': True, 'ma10': 287.43, 'ma20': 282.87, 'ma50': 262.39, 'realized_vol_5d_ann_pct': 34.57}",299.6600036621094,4019528663040,11745158622.237244,2025-11-21T00:00:00Z
GOOG,Alphabet Inc.,NASDAQ,Communication Services,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.36, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.55, 'rsi14': 60.25, 'above_ma10_ma20_ma50': True, 'ma10': 287.9, 'ma20': 283.41, 'ma50': 262.98, 'realized_vol_5d_ann_pct': 32.74}",299.6499938964844,4016661331968,7446209367.037811,2025-11-21T00:00:00Z
GEHC,GE HealthCare Technologies Inc.,NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 19.36, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.54, 'rsi14': 56.08, 'above_ma10_ma20_ma50': True, 'ma10': 73.42, 'ma20': 74.54, 'ma50': 74.7, 'realized_vol_5d_ann_pct': 41.89}",76.44999694824219,39675244544,338567706.28635406,2025-11-21T00:00:00Z
AAPL,Apple Inc.,NASDAQ,Technology,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.1, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.96, 'rsi14': 54.69, 'above_ma10_ma20_ma50': True, 'ma10': 270.47, 'ma20': 270.07, 'ma50': 259.49, 'realized_vol_5d_ann_pct': 22.55}",271.489990234375,3845545787392,13576932313.682404,2025-11-21T00:00:00Z
HAS,"Hasbro, Inc.",NASDAQ,Consumer Cyclical,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.64, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.29, 'rsi14': 66.54, 'above_ma10_ma20_ma50': True, 'ma10': 77.78, 'ma20': 77.33, 'ma50': 75.87, 'realized_vol_5d_ann_pct': 27.75}",79.19999694824219,12158799872,150337437.85560608,2025-11-21T00:00:00Z
GM,General Motors Company,NYSE,Consumer Cyclical,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.49, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.18, 'rsi14': 57.71, 'above_ma10_ma20_ma50': True, 'ma10': 69.92, 'ma20': 69.44, 'ma50': 63.66, 'realized_vol_5d_ann_pct': 40.61}",70.33000183105469,78927249408,603950871.8288422,2025-11-21T00:00:00Z
GILD,"Gilead Sciences, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.6, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.22, 'rsi14': 59.44, 'above_ma10_ma20_ma50': True, 'ma10': 124.53, 'ma20': 122.51, 'ma50': 118.48, 'realized_vol_5d_ann_pct': 30.12}",126.63999938964844,152122933248,914142291.9402695,2025-11-21T00:00:00Z
GH,"Guardant Health, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.16, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.23, 'rsi14': 63.6, 'above_ma10_ma20_ma50': True, 'ma10': 97.93, 'ma20': 93.12, 'ma50': 74.94, 'realized_vol_5d_ann_pct': 39.09}",105.41999816894531,13970591744,344814967.41874695,2025-11-21T00:00:00Z
FDX,FedEx Corporation,NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.42, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.83, 'rsi14': 67.23, 'above_ma10_ma20_ma50': True, 'ma10': 264.81, 'ma20': 258.96, 'ma50': 245.09, 'realized_vol_5d_ann_pct': 21.4}",269.42999267578125,73599229952,451849724.5589447,2025-11-21T00:00:00Z
