ticker,stage,provider_used,rows,first_date,last_date,missing_cols,dropped_bad_rows,dropped_future_rows,reject_reason,exception_type,exception_message
CPK,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
PLUS,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
HOPE,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
UUUU,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
GM,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SWX,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
POWI,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ABT,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
MDXG,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
POWL,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
LARK,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ASTS,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
OPFI,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SUPN,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ITGR,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
NXPI,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SPSC,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ENVA,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
STBA,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
MOV,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ORC,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
AOSL,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
CLPT,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
WTS,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
JACK,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SO,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
PRLB,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
CTBI,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
GL,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
TIPT,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
LAND,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
CCL,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
OOMA,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
CCSI,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
AJG,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
JXN,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ANET,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
CAL,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
LUNR,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
BKE,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
VLY,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
WGS,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SPRY,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
VITL,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
BSX,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
WDAY,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ANAB,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
LKFN,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SPIR,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ETD,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
DCTH,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
OKE,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
OBT,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
DMRC,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ACEL,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
NUS,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
AEHR,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SM,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
GWW,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
PMTS,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SWKS,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
DNA,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
CYH,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
CMP,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
PEB,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
FCBC,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SRBK,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
RMBS,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
BPRN,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ACR,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ORCL,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
DIN,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
HBAN,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
BKD,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ALH,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
PEP,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
EXR,load_prices,price_db,95.0,2025-10-09,2026-02-25,,0.0,,,,
CALM,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
CTRE,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
RDVT,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
PBYI,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
AVIR,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SMCI,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
LIND,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
SSRM,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ALEX,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
ECPG,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
IBEX,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
GRPN,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
INMB,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
FVR,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
NREF,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
LFMD,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
TMCI,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
MAX,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
PATH,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
VRSN,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
NMAX,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
FMAO,load_prices,price_db,219.0,2025-04-11,2026-02-25,,0.0,,,,
