ticker,stage,reason
A,scoring,score_below_min
AAMI,filters,"$ADV20 $11,160,607 < $75,000,000"
AAOI,signal,chop_threshold_not_met
AAP,scoring,score_below_min
AAPL,scoring,score_below_min
AARD,filters,"$ADV20 $3,430,464 < $75,000,000"
AAT,filters,"$ADV20 $8,659,963 < $75,000,000"
ABAT,filters,"Price $3.70 < $5.00; $ADV20 $22,041,974 < $75,000,000"
ABBV,scoring,score_below_min
ABCB,filters,"$ADV20 $35,655,779 < $75,000,000"
ABEO,filters,"$ADV20 $5,980,250 < $75,000,000"
ABG,filters,"$ADV20 $45,343,635 < $75,000,000"
ABL,filters,"$ADV20 $5,598,495 < $75,000,000"
ABM,filters,"$ADV20 $38,830,257 < $75,000,000"
ABNB,scoring,score_below_min
ABR,filters,"$ADV20 $27,911,049 < $75,000,000"
ABSI,filters,"Price $3.61 < $5.00; $ADV20 $13,633,519 < $75,000,000"
ABT,scoring,score_below_min
ABTC,filters,"Price $1.78 < $5.00; $ADV20 $27,920,652 < $75,000,000"
ABUS,filters,"Price $4.77 < $5.00; $ADV20 $6,255,498 < $75,000,000"
ACA,filters,"$ADV20 $23,201,714 < $75,000,000"
ACAD,filters,"$ADV20 $38,944,077 < $75,000,000"
ACCO,filters,"Price $3.69 < $5.00; $ADV20 $2,875,731 < $75,000,000"
ACDC,filters,"Price $4.04 < $5.00; $ADV20 $3,909,170 < $75,000,000"
ACEL,filters,"$ADV20 $5,158,853 < $75,000,000"
ACGL,scoring,score_below_min
ACHR,scoring,score_below_min
ACIC,filters,"$ADV20 $1,662,630 < $75,000,000"
ACIW,filters,"$ADV20 $33,739,962 < $75,000,000"
ACLS,filters,"$ADV20 $40,178,535 < $75,000,000"
ACLX,scoring,score_below_min
ACMR,filters,"$ADV20 $47,245,456 < $75,000,000"
ACN,scoring,score_below_min
ACNB,filters,"$ADV20 $1,426,525 < $75,000,000"
ACNT,filters,"$ADV20 $952,009 < $75,000,000"
ACR,filters,"$ADV20 $1,121,999 < $75,000,000"
ACRE,filters,"Price $4.73 < $5.00; $ADV20 $3,188,885 < $75,000,000"
ACRS,filters,"Price $2.88 < $5.00; $ADV20 $3,760,007 < $75,000,000"
ACT,filters,"$ADV20 $10,220,854 < $75,000,000"
ACTG,filters,"Price $3.74 < $5.00; $ADV20 $697,742 < $75,000,000"
ACTU,filters,"$ADV20 $620,453 < $75,000,000"
ACU,filters,"$ADV20 $322,748 < $75,000,000"
ACVA,filters,"$ADV20 $20,608,662 < $75,000,000"
ADAM,filters,"$ADV20 $5,748,221 < $75,000,000"
ADBE,scoring,score_below_min
ADCT,filters,"Price $3.52 < $5.00; $ADV20 $5,431,478 < $75,000,000"
ADEA,filters,"$ADV20 $15,575,705 < $75,000,000"
ADI,scoring,score_below_min
ADM,scoring,score_below_min
ADMA,filters,"$ADV20 $42,968,262 < $75,000,000"
ADNT,filters,"$ADV20 $20,806,524 < $75,000,000"
ADP,scoring,score_below_min
ADPT,filters,"$ADV20 $41,740,071 < $75,000,000"
ADSK,scoring,score_below_min
ADTN,filters,"$ADV20 $10,204,106 < $75,000,000"
ADUS,filters,"$ADV20 $17,089,172 < $75,000,000"
ADV,filters,"Price $0.82 < $5.00; $ADV20 $1,049,457 < $75,000,000"
AEBI,filters,"$ADV20 $2,422,018 < $75,000,000"
AEE,scoring,score_below_min
AEHR,filters,"$ADV20 $12,170,992 < $75,000,000"
AEIS,filters,"$ADV20 $72,016,597 < $75,000,000"
AEO,scoring,score_below_min
AEP,scoring,score_below_min
AES,signal,chop_threshold_not_met
AESI,filters,"$ADV20 $24,455,913 < $75,000,000"
AEVA,filters,"$ADV20 $25,558,453 < $75,000,000"
AEYE,filters,"$ADV20 $1,110,853 < $75,000,000"
AFCG,filters,"Price $2.85 < $5.00; $ADV20 $914,194 < $75,000,000"
AFL,scoring,score_below_min
AFRI,filters,"$ADV20 $267,916 < $75,000,000"
AGIO,filters,"$ADV20 $43,624,423 < $75,000,000"
AGL,filters,"Price $0.67 < $5.00; $ADV20 $4,255,479 < $75,000,000"
AGM,filters,"$ADV20 $13,248,450 < $75,000,000"
AGX,scoring,score_below_min
AGYS,filters,"$ADV20 $19,186,078 < $75,000,000"
AHCO,filters,"$ADV20 $11,686,295 < $75,000,000"
AHH,filters,"$ADV20 $6,387,587 < $75,000,000"
AHL,filters,"$ADV20 $10,285,203 < $75,000,000"
AHR,scoring,score_below_min
AI,scoring,score_below_min
AIG,scoring,score_below_min
AII,filters,"$ADV20 $3,303,374 < $75,000,000"
AIN,filters,"$ADV20 $17,209,455 < $75,000,000"
