ticker,stage,reason
A,scoring,score_below_min
AAMI,filters,"$ADV20 $10,796,809 < $75,000,000"
AAOI,scoring,score_below_min
AAP,scoring,score_below_min
AAPL,scoring,score_below_min
AARD,filters,"$ADV20 $3,049,125 < $75,000,000"
AAT,filters,"$ADV20 $8,443,876 < $75,000,000"
ABAT,filters,"$ADV20 $28,104,948 < $75,000,000"
ABBV,scoring,score_below_min
ABCB,filters,"$ADV20 $36,335,968 < $75,000,000"
ABEO,filters,"$ADV20 $5,719,941 < $75,000,000"
ABG,filters,"$ADV20 $44,958,429 < $75,000,000"
ABL,filters,"$ADV20 $5,598,495 < $75,000,000"
ABM,filters,"$ADV20 $40,616,585 < $75,000,000"
ABNB,signal,chop_threshold_not_met
ABR,filters,"$ADV20 $29,977,467 < $75,000,000"
ABSI,filters,"Price $3.40 < $5.00; $ADV20 $12,998,087 < $75,000,000"
ABT,scoring,score_below_min
ABTC,filters,"Price $1.82 < $5.00; $ADV20 $24,148,929 < $75,000,000"
ABUS,filters,"Price $4.50 < $5.00; $ADV20 $6,642,213 < $75,000,000"
ACA,filters,"$ADV20 $22,378,495 < $75,000,000"
ACAD,filters,"$ADV20 $35,453,777 < $75,000,000"
ACCO,filters,"Price $3.94 < $5.00; $ADV20 $2,771,983 < $75,000,000"
ACDC,filters,"Price $4.14 < $5.00; $ADV20 $3,734,195 < $75,000,000"
ACEL,filters,"$ADV20 $5,476,617 < $75,000,000"
ACGL,scoring,score_below_min
ACHR,signal,chop_threshold_not_met
ACIC,filters,"$ADV20 $1,766,192 < $75,000,000"
ACIW,filters,"$ADV20 $32,803,100 < $75,000,000"
ACLS,filters,"$ADV20 $43,793,440 < $75,000,000"
ACLX,filters,"$ADV20 $61,293,621 < $75,000,000"
ACMR,filters,"$ADV20 $61,198,905 < $75,000,000; 5d return 18.6% > 15.0% (avoiding chased names)"
ACN,scoring,score_below_min
ACNB,filters,"$ADV20 $1,305,857 < $75,000,000"
ACNT,filters,"$ADV20 $863,295 < $75,000,000"
ACR,filters,"$ADV20 $892,914 < $75,000,000"
ACRE,filters,"Price $4.97 < $5.00; $ADV20 $3,444,470 < $75,000,000"
ACRS,filters,"Price $2.66 < $5.00; $ADV20 $3,311,567 < $75,000,000"
ACT,filters,"$ADV20 $10,191,553 < $75,000,000"
ACTG,filters,"Price $3.90 < $5.00; $ADV20 $641,068 < $75,000,000"
ACTU,filters,"$ADV20 $624,830 < $75,000,000"
ACU,filters,"$ADV20 $360,686 < $75,000,000"
ACVA,filters,"$ADV20 $20,733,974 < $75,000,000"
ADAM,filters,"$ADV20 $5,887,347 < $75,000,000"
ADBE,scoring,score_below_min
ADCT,filters,"Price $3.82 < $5.00; $ADV20 $4,149,208 < $75,000,000"
ADEA,filters,"$ADV20 $17,848,781 < $75,000,000"
ADI,scoring,score_below_min
ADM,signal,chop_threshold_not_met
ADMA,filters,"$ADV20 $42,437,684 < $75,000,000"
ADNT,filters,"$ADV20 $21,457,144 < $75,000,000"
ADP,scoring,score_below_min
ADPT,filters,"$ADV20 $37,397,589 < $75,000,000"
ADSK,scoring,score_below_min
ADTN,filters,"$ADV20 $9,155,085 < $75,000,000"
ADUS,filters,"$ADV20 $16,932,113 < $75,000,000"
ADV,filters,"Price $0.87 < $5.00; $ADV20 $971,782 < $75,000,000"
AEBI,filters,"$ADV20 $2,365,326 < $75,000,000"
AEE,scoring,score_below_min
AEHR,filters,"$ADV20 $19,275,280 < $75,000,000"
AEIS,signal,chop_threshold_not_met
AEO,scoring,score_below_min
AEP,scoring,score_below_min
AES,scoring,score_below_min
AESI,filters,"$ADV20 $23,418,576 < $75,000,000"
AEVA,filters,"$ADV20 $56,837,399 < $75,000,000; 5d return 45.9% > 15.0% (avoiding chased names)"
AEYE,filters,"$ADV20 $1,170,669 < $75,000,000"
AFCG,filters,"Price $2.88 < $5.00; $ADV20 $951,551 < $75,000,000"
AFL,scoring,score_below_min
AFRI,filters,"$ADV20 $270,608 < $75,000,000"
AGIO,filters,"$ADV20 $42,641,688 < $75,000,000"
AGL,filters,"Price $0.99 < $5.00; $ADV20 $4,875,744 < $75,000,000; 5d return 42.4% > 15.0% (avoiding chased names)"
AGM,filters,"$ADV20 $16,390,379 < $75,000,000"
AGX,scoring,score_below_min
AGYS,filters,"$ADV20 $20,060,315 < $75,000,000"
AHCO,filters,"$ADV20 $10,913,579 < $75,000,000"
AHH,filters,"$ADV20 $5,348,567 < $75,000,000"
AHL,filters,"$ADV20 $12,351,316 < $75,000,000"
AHR,scoring,score_below_min
AI,filters,"$ADV20 $74,633,184 < $75,000,000"
AIG,scoring,score_below_min
AII,filters,"$ADV20 $2,802,778 < $75,000,000"
AIN,filters,"$ADV20 $17,395,151 < $75,000,000"
AIOT,filters,"$ADV20 $5,865,644 < $75,000,000"
AIP,filters,"$ADV20 $7,498,495 < $75,000,000"
AIR,filters,"$ADV20 $53,569,414 < $75,000,000"
AIRJ,filters,"Price $4.17 < $5.00; $ADV20 $2,086,293 < $75,000,000"
AIRO,filters,"$ADV20 $8,266,236 < $75,000,000; 5d return 23.3% > 15.0% (avoiding chased names)"
AIRS,filters,"Price $2.50 < $5.00; $ADV20 $2,133,492 < $75,000,000; 5d return 25.6% > 15.0% (avoiding chased names)"
AISP,filters,"Price $3.20 < $5.00; $ADV20 $2,522,320 < $75,000,000"
AIV,filters,"$ADV20 $13,579,589 < $75,000,000"
AIZ,scoring,score_below_min
AJG,signal,chop_threshold_not_met
AKAM,signal,chop_threshold_not_met
AKBA,filters,"Price $1.40 < $5.00; $ADV20 $4,621,907 < $75,000,000"
AKR,filters,"$ADV20 $32,217,530 < $75,000,000"
ALAB,signal,chop_threshold_not_met
ALB,filters,5d return 15.9% > 15.0% (avoiding chased names)
ALCO,filters,"$ADV20 $1,013,963 < $75,000,000"
ALDX,filters,"Price $4.13 < $5.00; $ADV20 $6,962,215 < $75,000,000"
ALEC,filters,"Price $1.84 < $5.00; $ADV20 $1,779,065 < $75,000,000"
ALEX,filters,"$ADV20 $18,507,119 < $75,000,000"
ALG,filters,"$ADV20 $21,651,475 < $75,000,000"
ALGN,scoring,score_below_min
ALGT,filters,"$ADV20 $34,072,652 < $75,000,000"
ALH,filters,"$ADV20 $33,021,382 < $75,000,000"
ALHC,filters,"$ADV20 $53,625,764 < $75,000,000"
ALIT,filters,"Price $1.66 < $5.00; $ADV20 $26,585,636 < $75,000,000"
ALKS,filters,"$ADV20 $49,394,836 < $75,000,000"
ALKT,filters,"$ADV20 $23,574,251 < $75,000,000"
ALL,signal,chop_threshold_not_met
ALLE,scoring,score_below_min
ALLO,filters,"Price $1.67 < $5.00; $ADV20 $5,495,388 < $75,000,000; 5d return 23.7% > 15.0% (avoiding chased names)"
ALMS,filters,5d return 153.8% > 15.0% (avoiding chased names)
ALMU,filters,"$ADV20 $7,630,050 < $75,000,000; 5d return 18.0% > 15.0% (avoiding chased names)"
ALNT,filters,"$ADV20 $8,941,685 < $75,000,000"
ALRM,filters,"$ADV20 $19,747,983 < $75,000,000"
ALRS,filters,"$ADV20 $2,829,364 < $75,000,000"
ALT,filters,"Price $4.05 < $5.00; $ADV20 $25,853,457 < $75,000,000"
ALTG,filters,"$ADV20 $1,296,392 < $75,000,000"
ALTI,filters,"Price $4.11 < $5.00; $ADV20 $605,564 < $75,000,000"
ALX,filters,"$ADV20 $15,164,496 < $75,000,000"
AMAL,filters,"$ADV20 $6,698,356 < $75,000,000"
AMAT,signal,chop_threshold_not_met
AMBA,filters,"$ADV20 $65,746,733 < $75,000,000"
AMBP,filters,"Price $4.28 < $5.00; $ADV20 $4,063,204 < $75,000,000"
AMBQ,filters,"$ADV20 $2,869,789 < $75,000,000"
AMC,filters,"Price $1.73 < $5.00; $ADV20 $52,994,756 < $75,000,000"
AMCR,signal,chop_threshold_not_met
