ticker,stage,provider_used,rows,first_date,last_date,missing_cols,dropped_bad_rows,dropped_future_rows,reject_reason,exception_type,exception_message
EBAY,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
AMN,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
AVD,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
FIBK,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
RELL,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
EG,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
ACVA,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
AVNW,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CRDF,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
AIN,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
RDVT,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CWK,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CCB,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
FWRG,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
DGICA,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
EWCZ,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
Q,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
BMI,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CWST,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
TSN,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CSGS,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
TALO,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
TR,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
SI,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
MRNA,load_prices,price_db,149.0,2025-07-31,2026-03-04,,0.0,,,,
RBB,load_prices,price_db,149.0,2025-07-31,2026-03-04,,0.0,,,,
GSBC,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CDNS,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
FSLR,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
SPWR,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
SEZL,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CELC,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
LIN,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
KYMR,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
VABK,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
ARCT,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
GDEN,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CRWD,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PLAY,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
ROL,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PAMT,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
GOOGL,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
SPB,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
MCRI,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PRSU,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
LAND,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
EQIX,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
KIDS,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
MATV,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
BKV,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PTGX,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
JBI,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CWH,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
SGC,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
WEC,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
DOLE,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
LWAY,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
LMAT,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
AJG,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
VRTS,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
BOOM,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
STZ,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
FFWM,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PFE,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
VAL,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PZZA,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
HIMS,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
NPCE,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CVGW,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
IMXI,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
OI,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
JYNT,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
ALL,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
DVAX,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
SYF,load_prices,price_db,204.0,2025-04-21,2026-02-10,,0.0,,,,
EWTX,load_prices,price_db,204.0,2025-04-21,2026-02-10,,0.0,,,,
KFS,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
MODG,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
DLX,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
TYRA,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
OPCH,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
NVRI,load_prices,price_db,218.0,2025-04-21,2026-03-03,,0.0,,,,
AHCO,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
XYZ,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
HL,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
NEOG,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
VERX,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
DCGO,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
LENZ,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PECO,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
FRT,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
ZBH,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
TECX,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PTC,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
COR,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PACK,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
NEO,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
TDW,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
FDX,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
TSCO,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
PKBK,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
RGCO,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
TYL,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
CTRE,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
SMPL,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
QNST,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
AMSF,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
AVIR,load_prices,price_db,219.0,2025-04-21,2026-03-04,,0.0,,,,
