ticker,stage,reason
AVIR,filters,"Price $4.68 < $5.00; $ADV20 $2,255,391 < $30,000,000"
ECL,filters,"Price $4.68 < $5.00; $ADV20 $2,255,391 < $30,000,000"
ZETA,scoring,tech_score_below_min_5.5
BKH,scoring,tech_score_below_min_5.5
CNP,scoring,tech_score_below_min_5.5
PYPL,scoring,tech_score_below_min_5.5
MPWR,scoring,tech_score_below_min_5.5
TROW,filters,"Price $4.68 < $5.00; $ADV20 $2,255,391 < $30,000,000"
CHD,scoring,tech_score_below_min_5.5
CNDT,scoring,tech_score_below_min_5.5
GL,filters,"Price $1.50 < $5.00; $ADV20 $2,555,036 < $30,000,000"
MODG,filters,"Price $1.50 < $5.00; $ADV20 $2,555,036 < $30,000,000"
WINA,scoring,tech_score_below_min_5.5
LENZ,scoring,tech_score_below_min_5.5
FTLF,filters,"$ADV20 $13,168,510 < $30,000,000"
LW,filters,"$ADV20 $13,168,510 < $30,000,000"
RPT,filters,"$ADV20 $13,168,510 < $30,000,000"
SNWV,filters,"$ADV20 $232,767 < $30,000,000"
CRDO,filters,"$ADV20 $232,767 < $30,000,000"
ZUMZ,scoring,tech_score_below_min_5.5
ELMD,filters,"$ADV20 $1,376,490 < $30,000,000"
EPM,filters,"$ADV20 $1,376,490 < $30,000,000"
SAFE,filters,"$ADV20 $810,605 < $30,000,000"
NXDR,filters,"Price $4.37 < $5.00; $ADV20 $1,577,646 < $30,000,000"
ARI,filters,"$ADV20 $2,604,057 < $30,000,000"
FWRG,filters,"$ADV20 $2,604,057 < $30,000,000"
COST,filters,"$ADV20 $2,604,057 < $30,000,000"
HSHP,filters,"Price $1.78 < $5.00; $ADV20 $5,767,087 < $30,000,000"
BBY,filters,"$ADV20 $5,443,347 < $30,000,000"
SFL,filters,"$ADV20 $15,461,710 < $30,000,000"
ENVA,filters,"$ADV20 $4,553,033 < $30,000,000"
CBLL,filters,"$ADV20 $4,553,033 < $30,000,000"
FIP,filters,"$ADV20 $4,553,033 < $30,000,000"
BRCB,filters,"$ADV20 $4,553,033 < $30,000,000"
BKR,filters,"$ADV20 $8,276,096 < $30,000,000"
RTX,filters,"$ADV20 $8,276,096 < $30,000,000"
PACK,filters,"$ADV20 $8,276,096 < $30,000,000"
NVCT,filters,"$ADV20 $8,276,096 < $30,000,000"
AMAL,scoring,tech_score_below_min_5.5
JPM,filters,"$ADV20 $5,973,622 < $30,000,000"
HWC,filters,"$ADV20 $5,973,622 < $30,000,000"
SLVM,filters,"$ADV20 $5,973,622 < $30,000,000"
RCUS,scoring,tech_score_below_min_5.5
SR,filters,"$ADV20 $19,050,560 < $30,000,000"
CHCO,scoring,tech_score_below_min_5.5
