ticker,stage,provider_used,rows,first_date,last_date,missing_cols,dropped_bad_rows,dropped_future_rows,reject_reason,exception_type,exception_message
AVIR,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
ECL,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
ZETA,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
BKH,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
CNP,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
PYPL,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
MPWR,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
TROW,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
CHD,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
CNDT,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
GL,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
MODG,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
WINA,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
LENZ,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
FTLF,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
LW,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
RPT,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
SNWV,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
CRDO,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
ZUMZ,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
ELMD,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
EPM,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
SAFE,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
NXDR,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
ARI,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
FWRG,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
COST,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
HSHP,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
BBY,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
SFL,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
ENVA,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
CBLL,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
FIP,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
BRCB,load_prices,price_db,219.0,2025-04-14,2026-02-26,,0.0,,,,
BKR,load_prices,price_db,115.0,2025-09-12,2026-02-26,,0.0,,,,
RTX,load_prices,price_db,115.0,2025-09-12,2026-02-26,,0.0,,,,
