ticker,stage,provider_used,rows,first_date,last_date,missing_cols,dropped_bad_rows,dropped_future_rows,reject_reason,exception_type,exception_message
MCHB,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
PNRG,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
OSPN,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
LVWR,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
EGBN,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
A,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
INV,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
VEL,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
RSG,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
AIOT,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
PKBK,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
MIR,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
WRB,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
TDY,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
PEBO,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
DXCM,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
PROP,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
IMMR,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
GNL,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
CADL,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
XEL,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
LMB,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
ETD,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
MDGL,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
ORA,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
HSY,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
BRZE,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
LOVE,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
NTST,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
CEG,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
AWK,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
DHIL,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
ENPH,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
SMID,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
LINC,load_prices,price_db,219.0,2025-04-03,2026-02-17,,0.0,,,,
