ticker,stage,reason
BMI,scoring,tech_score_below_min_5.5
HCA,scoring,tech_score_below_min_5.5
SLDE,scoring,tech_score_below_min_5.5
MTH,scoring,tech_score_below_min_5.5
TALK,scoring,tech_score_below_min_5.5
CLSK,scoring,tech_score_below_min_5.5
LFMD,scoring,tech_score_below_min_5.5
SHW,scoring,tech_score_below_min_5.5
CLBK,filters,"Price $4.82 < $5.00; $ADV20 $8,034,392 < $30,000,000"
NBR,filters,"Price $4.82 < $5.00; $ADV20 $8,034,392 < $30,000,000"
ADPT,filters,"Price $4.82 < $5.00; $ADV20 $8,034,392 < $30,000,000"
AVA,scoring,tech_score_below_min_5.5
CB,scoring,tech_score_below_min_5.5
ESS,scoring,tech_score_below_min_5.5
MSFT,scoring,tech_score_below_min_5.5
RWT,scoring,tech_score_below_min_5.5
NVCR,scoring,tech_score_below_min_5.5
TROW,scoring,tech_score_below_min_5.5
COF,scoring,tech_score_below_min_5.5
TMP,filters,"$ADV20 $2,300,223 < $30,000,000"
JCAP,filters,"$ADV20 $2,300,223 < $30,000,000"
BELFB,filters,"$ADV20 $2,300,223 < $30,000,000"
ABEO,filters,"$ADV20 $2,300,223 < $30,000,000"
RHP,filters,"$ADV20 $5,078,615 < $30,000,000"
SPOK,filters,"$ADV20 $7,234,783 < $30,000,000"
APP,filters,"$ADV20 $7,234,783 < $30,000,000"
RTX,scoring,tech_score_below_min_5.5
BKV,scoring,tech_score_below_min_5.5
UIS,scoring,tech_score_below_min_5.5
ALKS,scoring,tech_score_below_min_5.5
HZO,scoring,tech_score_below_min_5.5
KEYS,scoring,tech_score_below_min_5.5
SITC,scoring,tech_score_below_min_5.5
AROW,scoring,tech_score_below_min_5.5
PATK,filters,"Price $2.84 < $5.00; $ADV20 $4,513,735 < $30,000,000"
BRCB,filters,"Price $2.84 < $5.00; $ADV20 $4,513,735 < $30,000,000"
TNGX,scoring,tech_score_below_min_5.5
COUR,scoring,tech_score_below_min_5.5
MSGE,filters,"Price $2.43 < $5.00; $ADV20 $2,921,786 < $30,000,000"
PRU,filters,"Price $2.43 < $5.00; $ADV20 $2,921,786 < $30,000,000"
JELD,filters,"Price $2.43 < $5.00; $ADV20 $2,921,786 < $30,000,000"
CMCO,scoring,tech_score_below_min_5.5
PRME,scoring,tech_score_below_min_5.5
DJCO,scoring,tech_score_below_min_5.5
