ticker,stage,provider_used,rows,first_date,last_date,missing_cols,dropped_bad_rows,dropped_future_rows,reject_reason,exception_type,exception_message
BMI,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
HCA,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
SLDE,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
MTH,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
TALK,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
CLSK,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
LFMD,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
SHW,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
CLBK,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
NBR,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
ADPT,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
AVA,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
CB,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
ESS,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
MSFT,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
RWT,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
BNED,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
DHIL,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
NE,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
NVCR,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
TROW,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
COF,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
NUTX,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
FC,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
SXI,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
TMP,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
JCAP,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
BELFB,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
ABEO,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
RHP,load_prices,price_db,170.0,2025-06-26,2026-02-27,,0.0,,,,
INV,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
HCSG,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
VLTO,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
SPOK,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
APP,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
RTX,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
BKV,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
UIS,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
ALKS,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
HZO,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
KEYS,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
SITC,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
AROW,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
PATK,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
BRCB,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
TNGX,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
COUR,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
MSGE,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
PRU,load_prices,price_db,220.0,2025-04-14,2026-02-27,,0.0,,,,
