ticker,stage,provider_used,rows,first_date,last_date,missing_cols,dropped_bad_rows,dropped_future_rows,reject_reason,exception_type,exception_message
AVAV,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
CADL,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
WRBY,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
HNVR,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
RMNI,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
EME,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
BRSP,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
JMSB,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
BLMN,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
ALX,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
LBRT,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
ZBH,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
MITK,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
DLX,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
LFCR,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
CPT,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
EVEX,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
BOC,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
SKYX,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
EXC,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
CTVA,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
TNC,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
SWKH,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
NUAI,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
ROCK,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
SI,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
SMBK,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
TVRD,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
IDYA,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
MXCT,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
BXP,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
INGN,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
LOCO,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
RC,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
TKNO,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
VSTM,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
NDSN,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
RKLB,load_prices,price_db,219.0,2025-04-10,2026-02-24,,0.0,,,,
