ticker,stage,reason
A,filters,"$ADV20 $12,143,446 < $75,000,000"
AAMI,filters,"$ADV20 $12,143,446 < $75,000,000"
AAOI,filters,"$ADV20 $12,143,446 < $75,000,000"
AAP,filters,"$ADV20 $12,143,446 < $75,000,000"
AAPL,filters,"$ADV20 $12,143,446 < $75,000,000"
AARD,filters,"$ADV20 $12,143,446 < $75,000,000"
AAT,filters,"$ADV20 $12,143,446 < $75,000,000"
ABAT,filters,"$ADV20 $12,143,446 < $75,000,000"
ABBV,signal,bull_threshold_not_met
ABCB,signal,bull_threshold_not_met
ABEO,signal,bull_threshold_not_met
ABG,filters,"$ADV20 $43,556,739 < $75,000,000"
ABL,filters,"$ADV20 $43,556,739 < $75,000,000"
ABM,scoring,score_below_min
ABNB,scoring,score_below_min
ABR,scoring,score_below_min
ABSI,scoring,score_below_min
ABT,scoring,score_below_min
ABTC,scoring,score_below_min
ABUS,filters,"$ADV20 $5,287,375 < $75,000,000"
ACA,filters,"$ADV20 $5,287,375 < $75,000,000"
ACAD,filters,"$ADV20 $5,287,375 < $75,000,000"
ACCO,filters,"$ADV20 $5,287,375 < $75,000,000"
ACDC,filters,"$ADV20 $5,287,375 < $75,000,000"
ACEL,filters,"$ADV20 $5,287,375 < $75,000,000"
ACGL,filters,"$ADV20 $5,287,375 < $75,000,000"
ACHR,scoring,score_below_min
ACIC,filters,"$ADV20 $53,853,759 < $75,000,000"
ACIW,filters,"$ADV20 $53,853,759 < $75,000,000"
ACLS,filters,"$ADV20 $53,853,759 < $75,000,000"
ACLX,filters,"$ADV20 $53,853,759 < $75,000,000"
ACMR,filters,"$ADV20 $62,621,616 < $75,000,000"
ACN,scoring,score_below_min
ACNB,filters,"Price $3.47 < $5.00; $ADV20 $13,068,602 < $75,000,000"
ACNT,filters,"Price $3.47 < $5.00; $ADV20 $13,068,602 < $75,000,000"
ACR,filters,"$ADV20 $2,728,791 < $75,000,000"
ACRE,filters,"Price $3.47 < $5.00; $ADV20 $13,068,602 < $75,000,000"
ACRS,filters,"Price $3.47 < $5.00; $ADV20 $13,068,602 < $75,000,000"
ACT,filters,"$ADV20 $2,728,791 < $75,000,000"
ACTG,filters,"$ADV20 $2,728,791 < $75,000,000"
ACTU,filters,"$ADV20 $1,548,866 < $75,000,000"
ACU,filters,"$ADV20 $18,908,824 < $75,000,000"
ACVA,filters,"$ADV20 $18,908,824 < $75,000,000"
ADAM,filters,"$ADV20 $18,908,824 < $75,000,000"
ADBE,filters,"$ADV20 $18,908,824 < $75,000,000"
ADCT,filters,"$ADV20 $18,908,824 < $75,000,000"
ADEA,filters,"$ADV20 $18,908,824 < $75,000,000"
ADI,filters,"$ADV20 $5,480,019 < $75,000,000"
ADM,filters,"$ADV20 $41,270,164 < $75,000,000"
