ticker,stage,reason
A,scoring,score_below_min
AAMI,filters,"$ADV20 $10,308,016 < $75,000,000"
AAOI,scoring,score_below_min
AAP,scoring,score_below_min
AAPL,scoring,score_below_min
AARD,filters,"$ADV20 $3,066,121 < $75,000,000"
AAT,filters,"$ADV20 $8,290,006 < $75,000,000"
ABAT,filters,"Price $4.87 < $5.00; $ADV20 $31,727,928 < $75,000,000"
ABBV,scoring,score_below_min
ABCB,filters,"$ADV20 $36,224,896 < $75,000,000"
ABEO,filters,"$ADV20 $5,587,139 < $75,000,000"
ABG,filters,"$ADV20 $44,942,762 < $75,000,000"
ABL,filters,"$ADV20 $5,598,495 < $75,000,000"
ABM,filters,"$ADV20 $39,827,132 < $75,000,000"
ABNB,scoring,score_below_min
ABR,filters,"$ADV20 $30,436,929 < $75,000,000"
ABSI,filters,"Price $3.05 < $5.00; $ADV20 $12,704,359 < $75,000,000"
ABT,scoring,score_below_min
ABTC,filters,"Price $1.68 < $5.00; $ADV20 $24,734,876 < $75,000,000"
ABUS,filters,"Price $4.70 < $5.00; $ADV20 $5,889,817 < $75,000,000"
ACA,filters,"$ADV20 $23,339,897 < $75,000,000"
ACAD,filters,"$ADV20 $33,701,312 < $75,000,000"
ACCO,filters,"Price $4.13 < $5.00; $ADV20 $2,744,968 < $75,000,000"
ACDC,filters,"Price $4.38 < $5.00; $ADV20 $3,956,862 < $75,000,000"
ACEL,filters,"$ADV20 $4,887,787 < $75,000,000"
ACGL,scoring,score_below_min
ACHR,signal,chop_threshold_not_met
ACIC,filters,"$ADV20 $1,842,948 < $75,000,000"
ACIW,filters,"$ADV20 $30,238,704 < $75,000,000"
ACLS,filters,"$ADV20 $43,254,204 < $75,000,000"
ACLX,filters,"$ADV20 $55,482,490 < $75,000,000"
ACMR,filters,"$ADV20 $66,325,884 < $75,000,000"
ACN,signal,chop_threshold_not_met
ACNB,filters,"$ADV20 $1,278,784 < $75,000,000"
ACNT,filters,"$ADV20 $878,468 < $75,000,000"
ACR,filters,"$ADV20 $822,897 < $75,000,000"
ACRE,filters,"$ADV20 $3,211,696 < $75,000,000"
ACRS,filters,"Price $2.67 < $5.00; $ADV20 $2,717,724 < $75,000,000"
ACT,filters,"$ADV20 $10,556,783 < $75,000,000"
ACTG,filters,"Price $3.77 < $5.00; $ADV20 $602,175 < $75,000,000"
ACTU,filters,"$ADV20 $560,014 < $75,000,000"
ACU,filters,"$ADV20 $324,138 < $75,000,000"
ACVA,filters,"$ADV20 $19,143,169 < $75,000,000"
ADAM,filters,"$ADV20 $6,016,333 < $75,000,000"
ADBE,scoring,score_below_min
ADCT,filters,"Price $3.55 < $5.00; $ADV20 $3,184,018 < $75,000,000"
ADEA,filters,"$ADV20 $18,036,019 < $75,000,000"
ADI,signal,chop_threshold_not_met
ADM,scoring,score_below_min
ADMA,filters,"$ADV20 $41,215,780 < $75,000,000"
ADNT,filters,"$ADV20 $26,338,816 < $75,000,000"
ADP,scoring,score_below_min
ADPT,filters,"$ADV20 $35,604,423 < $75,000,000"
ADSK,scoring,score_below_min
ADTN,filters,"$ADV20 $9,307,057 < $75,000,000"
ADUS,filters,"$ADV20 $17,730,615 < $75,000,000"
ADV,filters,"Price $0.82 < $5.00; $ADV20 $817,393 < $75,000,000"
AEBI,filters,"$ADV20 $2,351,064 < $75,000,000"
AEE,signal,chop_threshold_not_met
AEHR,filters,"$ADV20 $22,856,766 < $75,000,000; 5d return 16.9% > 15.0% (avoiding chased names)"
AEIS,filters,5d return 21.9% > 15.0% (avoiding chased names)
AEO,scoring,score_below_min
AEP,signal,chop_threshold_not_met
AES,signal,chop_threshold_not_met
AESI,filters,"$ADV20 $23,304,554 < $75,000,000"
AEVA,filters,"$ADV20 $66,410,002 < $75,000,000; 5d return 17.3% > 15.0% (avoiding chased names)"
AEYE,filters,"$ADV20 $1,218,648 < $75,000,000"
AFCG,filters,"Price $2.43 < $5.00; $ADV20 $1,446,110 < $75,000,000"
AFL,scoring,score_below_min
AFRI,filters,"$ADV20 $271,922 < $75,000,000"
AGIO,filters,"$ADV20 $41,155,459 < $75,000,000"
AGL,filters,"Price $1.02 < $5.00; $ADV20 $4,811,527 < $75,000,000"
AGM,filters,"$ADV20 $17,799,364 < $75,000,000"
AGX,scoring,score_below_min
AGYS,filters,"$ADV20 $19,968,982 < $75,000,000"
AHCO,filters,"$ADV20 $10,472,965 < $75,000,000"
AHH,filters,"$ADV20 $5,319,048 < $75,000,000"
AHL,filters,"$ADV20 $15,006,176 < $75,000,000"
AHR,scoring,score_below_min
AI,scoring,score_below_min
AIG,scoring,score_below_min
AII,filters,"$ADV20 $2,772,303 < $75,000,000"
AIN,filters,"$ADV20 $16,295,941 < $75,000,000"
AIOT,filters,"$ADV20 $5,787,215 < $75,000,000"
AIP,filters,"$ADV20 $6,646,860 < $75,000,000"
AIR,filters,"$ADV20 $59,748,735 < $75,000,000"
AIRJ,filters,"Price $3.51 < $5.00; $ADV20 $2,516,352 < $75,000,000"
AIRO,filters,"$ADV20 $9,140,896 < $75,000,000"
AIRS,filters,"Price $2.22 < $5.00; $ADV20 $2,360,082 < $75,000,000"
AISP,filters,"Price $3.60 < $5.00; $ADV20 $2,713,748 < $75,000,000"
AIV,filters,"$ADV20 $12,522,927 < $75,000,000"
AIZ,scoring,score_below_min
AJG,scoring,score_below_min
AKBA,filters,"Price $1.34 < $5.00; $ADV20 $4,776,882 < $75,000,000"
AKR,filters,"$ADV20 $31,742,959 < $75,000,000"
ALAB,signal,chop_threshold_not_met
ALB,scoring,score_below_min
ALCO,filters,"$ADV20 $929,813 < $75,000,000"
ALDX,filters,"Price $4.41 < $5.00; $ADV20 $4,262,217 < $75,000,000"
ALEC,filters,"Price $1.82 < $5.00; $ADV20 $1,905,080 < $75,000,000"
ALEX,filters,"$ADV20 $15,926,738 < $75,000,000"
ALG,filters,"$ADV20 $20,259,592 < $75,000,000"
ALGN,scoring,score_below_min
ALGT,filters,"$ADV20 $37,282,117 < $75,000,000"
ALH,filters,"$ADV20 $33,313,084 < $75,000,000"
ALHC,filters,"$ADV20 $57,061,740 < $75,000,000"
ALIT,filters,"Price $1.59 < $5.00; $ADV20 $22,912,573 < $75,000,000"
ALKS,filters,"$ADV20 $52,304,435 < $75,000,000"
ALKT,filters,"$ADV20 $24,129,670 < $75,000,000"
ALL,scoring,score_below_min
ALLE,scoring,score_below_min
ALLO,filters,"Price $1.61 < $5.00; $ADV20 $6,235,366 < $75,000,000"
ALMS,filters,5d return 32.9% > 15.0% (avoiding chased names)
ALMU,filters,"$ADV20 $8,128,328 < $75,000,000"
ALNT,filters,"$ADV20 $8,335,439 < $75,000,000"
ALRM,filters,"$ADV20 $18,063,662 < $75,000,000"
ALRS,filters,"$ADV20 $2,965,321 < $75,000,000"
ALT,filters,"Price $4.24 < $5.00; $ADV20 $24,208,500 < $75,000,000"
ALTG,filters,"$ADV20 $1,312,960 < $75,000,000"
ALTI,filters,"Price $4.21 < $5.00; $ADV20 $717,925 < $75,000,000"
ALX,filters,"$ADV20 $16,376,733 < $75,000,000"
AMAL,filters,"$ADV20 $6,587,359 < $75,000,000"
AMAT,signal,chop_threshold_not_met
AMBA,filters,"$ADV20 $71,454,783 < $75,000,000"
AMBP,filters,"Price $4.39 < $5.00; $ADV20 $3,925,260 < $75,000,000"
AMBQ,filters,"$ADV20 $3,420,629 < $75,000,000"
AMC,filters,"Price $1.60 < $5.00; $ADV20 $54,315,961 < $75,000,000"
AMCR,scoring,score_below_min
AMCX,filters,"$ADV20 $4,307,635 < $75,000,000"
AMD,signal,chop_threshold_not_met
AME,signal,chop_threshold_not_met
AMGN,scoring,score_below_min
AMLX,filters,"$ADV20 $22,319,179 < $75,000,000"
AMN,filters,"$ADV20 $20,766,215 < $75,000,000; 5d return 24.3% > 15.0% (avoiding chased names)"
AMPH,filters,"$ADV20 $9,972,396 < $75,000,000"
AMPL,filters,"$ADV20 $13,040,183 < $75,000,000"
AMPX,filters,"$ADV20 $59,401,178 < $75,000,000"
AMR,filters,"$ADV20 $58,047,660 < $75,000,000"
AMRC,filters,"$ADV20 $12,643,372 < $75,000,000"
AMRX,filters,"$ADV20 $22,090,248 < $75,000,000"
AMSC,filters,"$ADV20 $24,826,657 < $75,000,000"
AMSF,filters,"$ADV20 $5,617,347 < $75,000,000"
AMT,signal,chop_threshold_not_met
AMTB,filters,"$ADV20 $4,928,848 < $75,000,000"
AMWD,filters,"$ADV20 $7,032,638 < $75,000,000"
AMZN,scoring,score_below_min
ANAB,filters,"$ADV20 $25,431,414 < $75,000,000"
ANDE,filters,"$ADV20 $16,825,856 < $75,000,000"
ANET,scoring,score_below_min
ANF,scoring,score_below_min
ANGI,filters,"$ADV20 $11,185,260 < $75,000,000"
ANGO,filters,"$ADV20 $9,456,368 < $75,000,000"
ANIK,filters,"$ADV20 $1,403,018 < $75,000,000"
ANIP,filters,"$ADV20 $43,629,733 < $75,000,000"
ANNX,filters,"$ADV20 $15,559,865 < $75,000,000; 5d return 16.4% > 15.0% (avoiding chased names)"
AOMR,filters,"$ADV20 $841,018 < $75,000,000"
AON,scoring,score_below_min
AORT,filters,"$ADV20 $15,005,274 < $75,000,000"
AOS,scoring,score_below_min
AOSL,filters,"$ADV20 $6,560,786 < $75,000,000"
AOUT,filters,"$ADV20 $660,807 < $75,000,000"
APA,signal,chop_threshold_not_met
APAM,filters,"$ADV20 $18,741,728 < $75,000,000"
APD,scoring,score_below_min
APEI,filters,"$ADV20 $9,384,803 < $75,000,000"
APGE,signal,chop_threshold_not_met
APH,signal,chop_threshold_not_met
APLD,scoring,score_below_min
APLE,filters,"$ADV20 $25,409,371 < $75,000,000"
APO,scoring,score_below_min
APOG,filters,"$ADV20 $12,159,768 < $75,000,000"
APP,scoring,score_below_min
