ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
NUVL,"Nuvalent, Inc.",NASDAQ,Healthcare,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.31, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.89, 'rsi14': 60.04, 'above_ma10_ma20_ma50': True, 'ma10': 99.81, 'ma20': 98.14, 'ma50': 90.2, 'realized_vol_5d_ann_pct': 89.54}",108.01000213623047,7700489728,77546438.77819061,2025-11-20T00:00:00Z
WMT,Walmart Inc.,NASDAQ,Consumer Defensive,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.25, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.74, 'rsi14': 70.49, 'above_ma10_ma20_ma50': True, 'ma10': 102.9, 'ma20': 102.78, 'ma50': 103.5, 'realized_vol_5d_ann_pct': 50.61}",107.11000061035156,940557271040,1783326535.9657288,2025-11-20T00:00:00Z
GILD,"Gilead Sciences, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.88, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.16, 'rsi14': 60.43, 'above_ma10_ma20_ma50': True, 'ma10': 123.75, 'ma20': 122.23, 'ma50': 118.23, 'realized_vol_5d_ann_pct': 28.67}",124.98999786376953,152122933248,881309045.9209061,2025-11-20T00:00:00Z
INDV,Indivior PLC,NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.59, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.69, 'rsi14': 63.51, 'above_ma10_ma20_ma50': True, 'ma10': 31.17, 'ma20': 29.87, 'ma50': 26.18, 'realized_vol_5d_ann_pct': 36.0}",31.770000457763672,4320844288,75315522.96377182,2025-11-20T00:00:00Z
KRYS,"Krystal Biotech, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.11, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.54, 'rsi14': 61.38, 'above_ma10_ma20_ma50': True, 'ma10': 203.22, 'ma20': 198.52, 'ma50': 184.93, 'realized_vol_5d_ann_pct': 24.53}",204.22500610351562,7891095040,64516882.309036255,2025-11-20T00:00:00Z
DY,"Dycom Industries, Inc.",NYSE,Industrials,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 7.84, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.95, 'rsi14': 68.34, 'above_ma10_ma20_ma50': True, 'ma10': 297.87, 'ma20': 292.22, 'ma50': 286.73, 'realized_vol_5d_ann_pct': 65.65}",323.3699951171875,10377913344,118479105.54412842,2025-11-20T00:00:00Z
MDT,Medtronic plc,NYSE,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.16, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.86, 'rsi14': 81.32, 'above_ma10_ma20_ma50': True, 'ma10': 96.48, 'ma20': 94.02, 'ma50': 94.9, 'realized_vol_5d_ann_pct': 36.52}",99.3499984741211,124349620224,701654867.8911209,2025-11-20T00:00:00Z
GOOGL,Alphabet Inc.,NASDAQ,Communication Services,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 5.54, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.53, 'rsi14': 55.86, 'above_ma10_ma20_ma50': True, 'ma10': 285.35, 'ma20': 280.89, 'ma50': 261.21, 'realized_vol_5d_ann_pct': 33.3}",289.45001220703125,4019528663040,11006755148.400879,2025-11-20T00:00:00Z
AXSM,"Axsome Therapeutics, Inc.",NGM,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.14, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.17, 'rsi14': 64.63, 'above_ma10_ma20_ma50': True, 'ma10': 141.66, 'ma20': 138.08, 'ma50': 127.91, 'realized_vol_5d_ann_pct': 39.03}",143.30999755859375,8913963008,83498149.48554993,2025-11-20T00:00:00Z
ROL,"Rollins, Inc.",NYSE,Consumer Cyclical,6.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.19, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.85, 'rsi14': 65.17, 'above_ma10_ma20_ma50': True, 'ma10': 58.56, 'ma20': 58.01, 'ma50': 57.3, 'realized_vol_5d_ann_pct': 11.2}",59.630001068115234,29354995712,196028091.6329193,2025-11-20T00:00:00Z
LQDA,Liquidia Corporation,NCM,Healthcare,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 7.51, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.13, 'rsi14': 64.15, 'above_ma10_ma20_ma50': True, 'ma10': 28.12, 'ma20': 26.23, 'ma50': 24.53, 'realized_vol_5d_ann_pct': 65.21}",28.559999465942383,3184034560,70469458.77329826,2025-11-20T00:00:00Z
HIG,"The Hartford Insurance Group, Inc.",NYSE,Financial Services,6.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.37, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.94, 'rsi14': 81.84, 'above_ma10_ma20_ma50': True, 'ma10': 132.38, 'ma20': 128.75, 'ma50': 129.6, 'realized_vol_5d_ann_pct': 20.46}",134.77000427246094,37718474752,186295199.64065552,2025-11-20T00:00:00Z
HQY,"HealthEquity, Inc.",NASDAQ,Healthcare,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 13.65, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.26, 'rsi14': 64.25, 'above_ma10_ma20_ma50': True, 'ma10': 100.23, 'ma20': 97.45, 'ma50': 94.77, 'realized_vol_5d_ann_pct': 37.18}",100.7300033569336,7312355328,81149541.14456177,2025-11-20T00:00:00Z
WBD,"Warner Bros. Discovery, Inc.",NASDAQ,Communication Services,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 5.42, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.38, 'rsi14': 53.94, 'above_ma10_ma20_ma50': True, 'ma10': 22.85, 'ma20': 22.36, 'ma50': 20.31, 'realized_vol_5d_ann_pct': 50.2}",22.8799991607666,70417424384,841663512.1451759,2025-11-20T00:00:00Z
VLO,Valero Energy Corporation,NYSE,Energy,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 7.97, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.53, 'rsi14': 51.19, 'above_ma10_ma20_ma50': False, 'ma10': 178.57, 'ma20': 174.88, 'ma50': 168.36, 'realized_vol_5d_ann_pct': 63.8}",170.82000732421875,55799263232,424738435.3048706,2025-11-20T00:00:00Z
KDP,Keurig Dr Pepper Inc.,NASDAQ,Consumer Defensive,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 24.67, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.6, 'rsi14': 50.57, 'above_ma10_ma20_ma50': True, 'ma10': 26.83, 'ma20': 27.09, 'ma50': 26.73, 'realized_vol_5d_ann_pct': 23.21}",27.209999084472656,37632753664,545615516.3149929,2025-11-20T00:00:00Z
