ticker,stage,reason
A,signal,chop_threshold_not_met
AAMI,filters,"$ADV20 $11,252,582 < $75,000,000"
AAOI,signal,chop_threshold_not_met
AAP,scoring,score_below_min
AAPL,scoring,score_below_min
AARD,filters,"$ADV20 $3,298,546 < $75,000,000"
AAT,filters,"$ADV20 $8,786,510 < $75,000,000"
ABAT,filters,"Price $4.37 < $5.00; $ADV20 $24,273,287 < $75,000,000; 5d return 24.9% > 15.0% (avoiding chased names)"
ABBV,scoring,score_below_min
ABCB,filters,"$ADV20 $35,999,683 < $75,000,000"
ABEO,filters,"$ADV20 $6,179,543 < $75,000,000"
ABG,filters,"$ADV20 $45,714,456 < $75,000,000"
ABL,filters,"$ADV20 $5,598,495 < $75,000,000"
ABM,filters,"$ADV20 $40,472,224 < $75,000,000"
ABNB,scoring,score_below_min
ABR,filters,"$ADV20 $28,790,283 < $75,000,000"
ABSI,filters,"Price $3.90 < $5.00; $ADV20 $12,092,021 < $75,000,000"
ABT,scoring,score_below_min
ABTC,filters,"Price $1.97 < $5.00; $ADV20 $27,706,946 < $75,000,000"
ABUS,filters,"Price $4.79 < $5.00; $ADV20 $6,383,352 < $75,000,000"
ACA,filters,"$ADV20 $23,349,564 < $75,000,000"
ACAD,filters,"$ADV20 $37,393,797 < $75,000,000"
ACCO,filters,"Price $3.76 < $5.00; $ADV20 $2,976,162 < $75,000,000"
ACDC,filters,"Price $4.21 < $5.00; $ADV20 $3,687,255 < $75,000,000"
ACEL,filters,"$ADV20 $5,272,341 < $75,000,000"
ACGL,scoring,score_below_min
ACHR,signal,chop_threshold_not_met
ACIC,filters,"$ADV20 $1,763,270 < $75,000,000"
ACIW,filters,"$ADV20 $34,155,528 < $75,000,000"
ACLS,filters,"$ADV20 $41,941,468 < $75,000,000"
ACLX,scoring,score_below_min
ACMR,filters,"$ADV20 $54,293,683 < $75,000,000; 5d return 17.3% > 15.0% (avoiding chased names)"
ACN,signal,chop_threshold_not_met
ACNB,filters,"$ADV20 $1,442,273 < $75,000,000"
ACNT,filters,"$ADV20 $987,621 < $75,000,000"
ACR,filters,"$ADV20 $1,016,128 < $75,000,000"
ACRE,filters,"Price $4.69 < $5.00; $ADV20 $3,287,848 < $75,000,000"
ACRS,filters,"Price $2.65 < $5.00; $ADV20 $3,933,331 < $75,000,000"
ACT,filters,"$ADV20 $10,546,390 < $75,000,000"
ACTG,filters,"Price $3.72 < $5.00; $ADV20 $675,037 < $75,000,000"
ACTU,filters,"$ADV20 $709,362 < $75,000,000"
ACU,filters,"$ADV20 $353,433 < $75,000,000"
ACVA,filters,"$ADV20 $20,748,488 < $75,000,000"
ADAM,filters,"$ADV20 $5,809,137 < $75,000,000"
ADBE,scoring,score_below_min
ADCT,filters,"Price $3.54 < $5.00; $ADV20 $4,957,180 < $75,000,000"
ADEA,filters,"$ADV20 $17,252,197 < $75,000,000"
ADI,signal,chop_threshold_not_met
ADMA,filters,"$ADV20 $41,168,510 < $75,000,000"
ADNT,filters,"$ADV20 $21,628,093 < $75,000,000"
ADP,scoring,score_below_min
ADPT,filters,"$ADV20 $39,393,687 < $75,000,000"
ADSK,scoring,score_below_min
ADTN,filters,"$ADV20 $9,206,900 < $75,000,000"
ADUS,filters,"$ADV20 $16,935,465 < $75,000,000"
ADV,filters,"Price $0.92 < $5.00; $ADV20 $1,046,582 < $75,000,000"
AEBI,filters,"$ADV20 $2,401,843 < $75,000,000"
AEE,scoring,score_below_min
AEHR,filters,"$ADV20 $12,774,678 < $75,000,000; 5d return 21.5% > 15.0% (avoiding chased names)"
AEIS,signal,chop_threshold_not_met
AEO,signal,chop_threshold_not_met
AEP,scoring,score_below_min
AES,signal,chop_threshold_not_met
AESI,filters,"$ADV20 $24,225,680 < $75,000,000"
AEVA,filters,"$ADV20 $42,248,323 < $75,000,000; 5d return 36.4% > 15.0% (avoiding chased names)"
AEYE,filters,"$ADV20 $1,231,866 < $75,000,000"
AFCG,filters,"Price $2.93 < $5.00; $ADV20 $928,616 < $75,000,000"
AFRI,filters,"$ADV20 $271,608 < $75,000,000"
AGIO,filters,"$ADV20 $43,505,053 < $75,000,000"
AGL,filters,"Price $0.82 < $5.00; $ADV20 $4,104,511 < $75,000,000"
AGM,filters,"$ADV20 $14,247,036 < $75,000,000"
AGX,scoring,score_below_min
AGYS,filters,"$ADV20 $20,001,923 < $75,000,000"
AHCO,filters,"$ADV20 $12,101,871 < $75,000,000"
AHH,filters,"$ADV20 $6,259,206 < $75,000,000"
AHL,filters,"$ADV20 $11,642,811 < $75,000,000"
AHR,scoring,score_below_min
AI,scoring,score_below_min
AIG,scoring,score_below_min
AII,filters,"$ADV20 $3,142,538 < $75,000,000"
AIN,filters,"$ADV20 $17,368,771 < $75,000,000"
AIOT,filters,"$ADV20 $6,176,628 < $75,000,000"
AIP,filters,"$ADV20 $10,004,139 < $75,000,000"
AIR,filters,"$ADV20 $38,321,527 < $75,000,000"
AIRJ,filters,"Price $4.26 < $5.00; $ADV20 $2,188,506 < $75,000,000"
AIRO,filters,"$ADV20 $6,480,648 < $75,000,000; 5d return 34.3% > 15.0% (avoiding chased names)"
AIRS,filters,"Price $2.15 < $5.00; $ADV20 $1,449,879 < $75,000,000"
AISP,filters,"Price $3.12 < $5.00; $ADV20 $2,549,891 < $75,000,000"
AIV,filters,"$ADV20 $13,364,530 < $75,000,000"
AIZ,scoring,score_below_min
AJG,signal,chop_threshold_not_met
AKBA,filters,"Price $1.47 < $5.00; $ADV20 $4,605,356 < $75,000,000"
AKR,filters,"$ADV20 $28,130,256 < $75,000,000"
ALAB,scoring,score_below_min
ALB,signal,chop_threshold_not_met
ALCO,filters,"$ADV20 $1,115,730 < $75,000,000"
ALDX,filters,"Price $4.06 < $5.00; $ADV20 $7,589,145 < $75,000,000"
ALEC,filters,"Price $1.69 < $5.00; $ADV20 $2,020,546 < $75,000,000"
ALEX,filters,"$ADV20 $35,396,421 < $75,000,000"
ALG,filters,"$ADV20 $20,922,830 < $75,000,000"
ALGN,signal,chop_threshold_not_met
ALGT,filters,"$ADV20 $25,978,791 < $75,000,000"
ALH,filters,"$ADV20 $30,916,537 < $75,000,000"
ALHC,filters,"$ADV20 $56,950,222 < $75,000,000"
ALIT,filters,"Price $1.90 < $5.00; $ADV20 $27,117,393 < $75,000,000"
ALKS,filters,"$ADV20 $46,851,176 < $75,000,000"
ALKT,filters,"$ADV20 $24,354,115 < $75,000,000"
ALLE,scoring,score_below_min
ALLO,filters,"Price $1.41 < $5.00; $ADV20 $3,983,562 < $75,000,000"
ALMS,filters,"$ADV20 $63,856,939 < $75,000,000; 5d return 55.3% > 15.0% (avoiding chased names)"
ALMU,filters,"$ADV20 $7,010,773 < $75,000,000; 5d return 17.5% > 15.0% (avoiding chased names)"
ALNT,filters,"$ADV20 $9,025,206 < $75,000,000"
ALRM,filters,"$ADV20 $20,377,452 < $75,000,000"
ALRS,filters,"$ADV20 $2,596,136 < $75,000,000"
ALT,filters,"Price $3.96 < $5.00; $ADV20 $26,916,383 < $75,000,000"
ALTG,filters,"$ADV20 $1,366,516 < $75,000,000; 5d return 17.9% > 15.0% (avoiding chased names)"
ALTI,filters,"Price $4.68 < $5.00; $ADV20 $837,914 < $75,000,000"
ALX,filters,"$ADV20 $13,886,433 < $75,000,000"
AMAL,filters,"$ADV20 $6,538,689 < $75,000,000"
AMAT,signal,chop_threshold_not_met
AMBA,filters,"$ADV20 $54,214,855 < $75,000,000; 5d return 15.1% > 15.0% (avoiding chased names)"
AMBP,filters,"Price $4.20 < $5.00; $ADV20 $4,220,966 < $75,000,000"
AMBQ,filters,"$ADV20 $2,683,034 < $75,000,000"
AMC,filters,"Price $1.52 < $5.00; $ADV20 $45,589,235 < $75,000,000"
AMCR,scoring,score_below_min
AMCX,filters,"$ADV20 $4,842,168 < $75,000,000"
AMD,scoring,score_below_min
AME,scoring,score_below_min
AMLX,filters,"$ADV20 $20,969,005 < $75,000,000"
AMN,filters,"$ADV20 $15,085,408 < $75,000,000"
AMP,signal,chop_threshold_not_met
AMPH,filters,"$ADV20 $9,763,864 < $75,000,000"
AMPL,filters,"$ADV20 $11,950,849 < $75,000,000"
AMPX,filters,"$ADV20 $53,585,319 < $75,000,000; 5d return 16.0% > 15.0% (avoiding chased names)"
AMR,filters,"$ADV20 $47,863,559 < $75,000,000"
AMRC,filters,"$ADV20 $13,661,405 < $75,000,000"
AMRX,filters,"$ADV20 $22,436,952 < $75,000,000"
AMSC,filters,"$ADV20 $26,255,212 < $75,000,000"
AMSF,filters,"$ADV20 $6,534,794 < $75,000,000"
AMT,scoring,score_below_min
AMTB,filters,"$ADV20 $4,923,112 < $75,000,000"
AMWD,filters,"$ADV20 $9,051,604 < $75,000,000"
AMZN,signal,chop_threshold_not_met
ANAB,filters,"$ADV20 $19,704,943 < $75,000,000"
ANDE,filters,"$ADV20 $22,029,833 < $75,000,000"
ANET,scoring,score_below_min
ANF,signal,chop_threshold_not_met
ANGI,filters,"$ADV20 $12,520,037 < $75,000,000"
ANGO,filters,"$ADV20 $6,997,929 < $75,000,000"
ANIK,filters,"$ADV20 $1,482,625 < $75,000,000"
ANIP,filters,"$ADV20 $34,061,147 < $75,000,000"
ANNX,filters,"$ADV20 $14,964,752 < $75,000,000"
AOMR,filters,"$ADV20 $895,287 < $75,000,000"
AON,scoring,score_below_min
