ticker,stage,reason
A,signal,chop_threshold_not_met
AAMI,filters,"$ADV20 $10,311,644 < $75,000,000"
AAOI,scoring,score_below_min
AAP,scoring,score_below_min
AAPL,scoring,score_below_min
AARD,filters,"$ADV20 $3,082,858 < $75,000,000"
AAT,filters,"$ADV20 $8,302,746 < $75,000,000"
ABAT,filters,"$ADV20 $30,690,308 < $75,000,000"
ABBV,scoring,score_below_min
ABCB,filters,"$ADV20 $35,824,924 < $75,000,000"
ABEO,filters,"$ADV20 $5,359,165 < $75,000,000"
ABG,filters,"$ADV20 $46,043,586 < $75,000,000"
ABL,filters,"$ADV20 $5,598,495 < $75,000,000"
ABM,filters,"$ADV20 $41,362,903 < $75,000,000"
ABNB,scoring,score_below_min
ABR,filters,"$ADV20 $30,006,770 < $75,000,000"
ABSI,filters,"Price $3.35 < $5.00; $ADV20 $12,522,881 < $75,000,000"
ABT,scoring,score_below_min
ABTC,filters,"Price $1.76 < $5.00; $ADV20 $25,013,184 < $75,000,000"
ABUS,filters,"Price $4.78 < $5.00; $ADV20 $6,131,727 < $75,000,000"
ACA,filters,"$ADV20 $22,803,203 < $75,000,000"
ACAD,filters,"$ADV20 $34,450,797 < $75,000,000"
ACCO,filters,"Price $4.00 < $5.00; $ADV20 $2,766,579 < $75,000,000"
ACDC,filters,"Price $4.29 < $5.00; $ADV20 $4,046,104 < $75,000,000"
ACEL,filters,"$ADV20 $4,989,490 < $75,000,000"
ACGL,scoring,score_below_min
ACHR,signal,chop_threshold_not_met
ACIC,filters,"$ADV20 $1,808,867 < $75,000,000"
ACIW,filters,"$ADV20 $31,393,908 < $75,000,000"
ACLS,filters,"$ADV20 $43,119,601 < $75,000,000"
ACLX,filters,"$ADV20 $57,496,442 < $75,000,000"
ACMR,filters,"$ADV20 $63,639,844 < $75,000,000"
ACN,signal,chop_threshold_not_met
ACNB,filters,"$ADV20 $1,283,123 < $75,000,000"
ACNT,filters,"$ADV20 $842,646 < $75,000,000"
ACR,filters,"$ADV20 $845,540 < $75,000,000"
ACRE,filters,"Price $4.97 < $5.00; $ADV20 $3,229,914 < $75,000,000"
ACRS,filters,"Price $2.74 < $5.00; $ADV20 $2,932,115 < $75,000,000"
ACT,filters,"$ADV20 $10,641,596 < $75,000,000"
ACTG,filters,"Price $3.82 < $5.00; $ADV20 $655,384 < $75,000,000"
ACTU,filters,"$ADV20 $557,033 < $75,000,000"
ACU,filters,"$ADV20 $331,826 < $75,000,000"
ACVA,filters,"$ADV20 $19,785,676 < $75,000,000"
ADAM,filters,"$ADV20 $5,956,619 < $75,000,000"
ADBE,scoring,score_below_min
ADCT,filters,"Price $3.71 < $5.00; $ADV20 $3,465,982 < $75,000,000"
ADEA,filters,"$ADV20 $17,900,952 < $75,000,000"
ADI,signal,chop_threshold_not_met
ADM,signal,chop_threshold_not_met
ADMA,filters,"$ADV20 $42,283,687 < $75,000,000"
ADNT,filters,"$ADV20 $25,469,411 < $75,000,000; 5d return 22.0% > 15.0% (avoiding chased names)"
ADP,scoring,score_below_min
