ticker,name,exchange,sector,technical_score,swing_score,swing_signal,swing_regime,signal_reason,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc,rsi14,atr_pct,vol_ratio_3_20,dist_52w_high_pct
MAR,"Marriott International, Inc.",NASDAQ,Consumer Cyclical,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.42, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.98, 'rsi14': 56.49, 'ma10': 319.49, 'ma20': 315.74, 'ma50': 301.14, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.52, 'breakout': {'score': 0.0, 'donchian20_prev': 331.01, 'donchian55_prev': 331.01, 'atr14': 6.0713, 'vol_ratio_3_20': 0.977, 'breakout_strength_atr': -1.8662, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.9, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.07, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 270.7}",0.0,0.25,319.68,86785073152,437787435.526,2026-01-14T00:00:00Z,56.48554913294797,1.8991714929214913,0.9770360005403345,3.422857315488953
KEYS,"Keysight Technologies, Inc.",NYSE,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.41, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.99, 'rsi14': 58.17, 'ma10': 208.6, 'ma20': 206.23, 'ma50': 197.44, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.54, 'breakout': {'score': 0.0, 'donchian20_prev': 214.4, 'donchian55_prev': 214.58, 'atr14': 3.9432, 'vol_ratio_3_20': 0.9876, 'breakout_strength_atr': -1.268, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.88, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.73, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 170.12}",0.0,0.25,209.4,36586737664,211299559.188,2026-01-14T00:00:00Z,58.16607634789454,1.883101378087053,0.9876340377618399,2.414018081834284
CTSH,Cognizant Technology Solutions Corporation,NASDAQ,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.38, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.0, 'rsi14': 55.54, 'ma10': 84.21, 'ma20': 84.45, 'ma50': 79.67, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 25.23, 'breakout': {'score': 0.0, 'donchian20_prev': 86.94, 'donchian55_prev': 86.94, 'atr14': 1.6837, 'vol_ratio_3_20': 1.0011, 'breakout_strength_atr': -0.1425, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.94, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.59, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 75.02}",0.0,0.25,86.7,41113169920,382443822.5125,2026-01-14T00:00:00Z,55.53935860058308,1.9419426594167073,1.0010818870469929,0.3791795932437071
IBM,International Business Machines Corporation,NYSE,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.88, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.06, 'rsi14': 54.15, 'ma10': 301.32, 'ma20': 302.26, 'ma50': 303.91, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 35.3, 'breakout': {'score': 0.0, 'donchian20_prev': 312.81, 'donchian55_prev': 324.9, 'atr14': 7.0796, 'vol_ratio_3_20': 1.0618, 'breakout_strength_atr': -0.5339, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.29, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.81, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 274.29}",0.0,0.25,309.03,273353965568,1154383285.615,2026-01-14T00:00:00Z,54.15019762845851,2.2909218245107965,1.0618184210384765,4.884579870729457
GVA,Granite Construction Incorporated,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.2, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.79, 'rsi14': 58.42, 'ma10': 120.25, 'ma20': 118.55, 'ma50': 110.7, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.98, 'breakout': {'score': 0.0, 'donchian20_prev': 124.195, 'donchian55_prev': 124.195, 'atr14': 2.7335, 'vol_ratio_3_20': 0.7912, 'breakout_strength_atr': -0.9676, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.25, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.82, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 99.19}",0.0,0.25,121.55,5266598912,83355352.2345,2026-01-14T00:00:00Z,58.415841584158436,2.2489099136157953,0.791176004974564,2.2045216831603582
DY,"Dycom Industries, Inc.",NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.45, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.44, 'rsi14': 53.91, 'ma10': 347.4, 'ma20': 346.27, 'ma50': 333.09, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 45.27, 'breakout': {'score': 0.0, 'donchian20_prev': 358.95, 'donchian55_prev': 366.65, 'atr14': 9.566, 'vol_ratio_3_20': 0.4444, 'breakout_strength_atr': -0.5185, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.7, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.06, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 262.31}",0.0,0.25,353.99,11034192896,187190910.6965,2026-01-14T00:00:00Z,53.913043478260896,2.702326135120844,0.4443600425395439,3.4528842220100833
PFG,"Principal Financial Group, Inc.",NASDAQ,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.41, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.07, 'rsi14': 57.22, 'ma10': 90.33, 'ma20': 89.81, 'ma50': 86.94, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 26.42, 'breakout': {'score': 0.0, 'donchian20_prev': 92.51, 'donchian55_prev': 92.51, 'atr14': 1.6606, 'vol_ratio_3_20': 1.0678, 'breakout_strength_atr': -0.7828, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.82, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.2, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 80.88}",0.0,0.25,91.21,20318709760,103091986.016,2026-01-14T00:00:00Z,57.21605465414173,1.8206493648879372,1.0678388713799067,1.405253486109622
EIX,Edison International,NYSE,Utilities,7.57,7.87,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.86, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.78, 'rsi14': 57.54, 'ma10': 60.34, 'ma20': 60.12, 'ma50': 58.69, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 25.02, 'breakout': {'score': 4.0, 'donchian20_prev': 61.39, 'donchian55_prev': 61.39, 'atr14': 1.2656, 'vol_ratio_3_20': 0.7843, 'breakout_strength_atr': 0.1817, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.05, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.63, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': [], 'ma200': 55.63}",4.0,-0.75,61.62,23386363904,189488309.0435,2026-01-14T00:00:00Z,57.54352030947774,2.053913386191867,0.7842936425275896,0.8607513474378629
MSCI,MSCI Inc.,NYSE,Financial Services,6.57,6.87,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.65, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.7, 'rsi14': 59.45, 'ma10': 581.34, 'ma20': 577.45, 'ma50': 567.23, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 8.39, 'breakout': {'score': 4.0, 'donchian20_prev': 593.64, 'donchian55_prev': 594.375, 'atr14': 11.5279, 'vol_ratio_3_20': 0.702, 'breakout_strength_atr': 0.0998, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 1.94, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.44, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 560.98}",4.0,0.25,594.79,45626920960,276170143.97,2026-01-14T00:00:00Z,59.44810197506653,1.9381378301585463,0.7020398635912002,0.6547410265404073
NDAQ,"Nasdaq, Inc.",NASDAQ,Financial Services,6.25,6.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.13, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.86, 'rsi14': 57.69, 'ma10': 98.97, 'ma20': 97.85, 'ma50': 92.34, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 19.16, 'breakout': {'score': 0.0, 'donchian20_prev': 101.215, 'donchian55_prev': 101.215, 'atr14': 1.6043, 'vol_ratio_3_20': 0.8595, 'breakout_strength_atr': -0.7137, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.6, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.21, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 88.0}",0.0,0.25,100.07,56260628480,344381614.4610001,2026-01-14T00:00:00Z,57.68656716417906,1.6031634998358297,0.8595286320188662,1.1312552487279655
