ticker,stage,reason
A,scoring,score_below_min
AAMI,filters,"$ADV20 $11,330,622 < $75,000,000"
AAOI,filters,5d return 27.1% > 15.0% (avoiding chased names)
AAP,scoring,score_below_min
AAPL,scoring,score_below_min
AARD,filters,"$ADV20 $3,699,660 < $75,000,000"
AAT,filters,"$ADV20 $8,811,748 < $75,000,000"
ABAT,filters,"Price $3.82 < $5.00; $ADV20 $22,053,567 < $75,000,000"
ABBV,scoring,score_below_min
ABCB,filters,"$ADV20 $34,262,178 < $75,000,000"
ABEO,filters,"$ADV20 $6,058,832 < $75,000,000"
ABG,filters,"$ADV20 $42,402,561 < $75,000,000"
ABL,filters,"$ADV20 $5,393,523 < $75,000,000"
ABM,filters,"$ADV20 $37,282,678 < $75,000,000"
ABNB,scoring,score_below_min
ABR,filters,"$ADV20 $26,438,294 < $75,000,000"
ABSI,filters,"Price $3.57 < $5.00; $ADV20 $13,736,269 < $75,000,000"
ABT,scoring,score_below_min
ABTC,filters,"Price $1.89 < $5.00; $ADV20 $40,918,425 < $75,000,000; 5d return 18.9% > 15.0% (avoiding chased names)"
ABUS,filters,"Price $4.78 < $5.00; $ADV20 $5,673,955 < $75,000,000"
ACA,filters,"$ADV20 $23,816,933 < $75,000,000"
ACAD,filters,"$ADV20 $39,068,440 < $75,000,000"
ACCO,filters,"Price $3.73 < $5.00; $ADV20 $2,902,608 < $75,000,000"
ACDC,filters,"Price $3.75 < $5.00; $ADV20 $4,444,134 < $75,000,000"
ACEL,filters,"$ADV20 $5,249,726 < $75,000,000"
ACGL,scoring,score_below_min
ACHR,scoring,score_below_min
ACIC,filters,"$ADV20 $1,458,460 < $75,000,000"
ACIW,filters,"$ADV20 $34,794,976 < $75,000,000"
ACLS,filters,"$ADV20 $43,494,435 < $75,000,000"
ACLX,scoring,score_below_min
ACMR,filters,"$ADV20 $44,300,128 < $75,000,000"
ACN,scoring,score_below_min
ACNB,filters,"$ADV20 $1,384,094 < $75,000,000"
ACNT,filters,"$ADV20 $1,023,112 < $75,000,000"
ACR,filters,"$ADV20 $1,166,199 < $75,000,000"
ACRE,filters,"$ADV20 $2,867,300 < $75,000,000"
ACRS,filters,"Price $3.03 < $5.00; $ADV20 $3,925,311 < $75,000,000"
ACT,filters,"$ADV20 $10,873,317 < $75,000,000"
ACTG,filters,"Price $3.73 < $5.00; $ADV20 $837,330 < $75,000,000"
ACTU,filters,"$ADV20 $629,396 < $75,000,000"
ACU,filters,"$ADV20 $323,740 < $75,000,000"
ACVA,filters,"$ADV20 $20,717,213 < $75,000,000"
ADAM,filters,"$ADV20 $5,567,658 < $75,000,000"
ADBE,scoring,score_below_min
ADCT,filters,"Price $3.51 < $5.00; $ADV20 $7,674,085 < $75,000,000"
ADEA,filters,"$ADV20 $13,854,725 < $75,000,000; 5d return 30.3% > 15.0% (avoiding chased names)"
ADI,scoring,score_below_min
ADM,scoring,score_below_min
ADMA,filters,"$ADV20 $46,153,494 < $75,000,000"
ADNT,filters,"$ADV20 $21,415,022 < $75,000,000"
ADP,scoring,score_below_min
ADPT,filters,"$ADV20 $43,939,859 < $75,000,000"
ADSK,scoring,score_below_min
ADTN,filters,"$ADV20 $10,386,317 < $75,000,000"
ADUS,filters,"$ADV20 $18,829,042 < $75,000,000"
ADV,filters,"Price $0.89 < $5.00; $ADV20 $985,690 < $75,000,000"
AEBI,filters,"$ADV20 $2,562,398 < $75,000,000"
AEE,scoring,score_below_min
AEHR,filters,"$ADV20 $12,105,820 < $75,000,000"
AEIS,filters,"$ADV20 $72,335,108 < $75,000,000"
AEO,scoring,score_below_min
AEP,scoring,score_below_min
AESI,filters,"$ADV20 $23,010,080 < $75,000,000"
AEVA,filters,"$ADV20 $28,713,307 < $75,000,000"
AEYE,filters,"$ADV20 $883,624 < $75,000,000"
AFCG,filters,"Price $3.10 < $5.00; $ADV20 $881,600 < $75,000,000"
AFL,scoring,score_below_min
AFRI,filters,"$ADV20 $243,605 < $75,000,000"
