ticker,name,exchange,sector,technical_score,swing_score,swing_signal,swing_regime,signal_reason,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc,rsi14,atr_pct,vol_ratio_3_20,dist_52w_high_pct
WAB,Westinghouse Air Brake Technologies Corporation,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.42, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.51, 'rsi14': 56.5, 'ma10': 216.57, 'ma20': 214.44, 'ma50': 206.66, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.9, 'breakout': {'score': 0.0, 'donchian20_prev': 222.47, 'donchian55_prev': 222.47, 'atr14': 4.3938, 'vol_ratio_3_20': 0.5106, 'breakout_strength_atr': -0.7192, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.0, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.33, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 197.23}",0.0,0.25,219.31,39338958848,172193413.60450003,2025-12-26T00:00:00Z,56.49582836710373,2.0034426154758114,0.5106356706714537,1.4204162358969734
APP,AppLovin Corporation,NASDAQ,Communication Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.21, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.46, 'rsi14': 54.62, 'ma10': 699.98, 'ma20': 687.42, 'ma50': 627.77, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 35.6, 'breakout': {'score': 0.0, 'donchian20_prev': 738.01, 'donchian55_prev': 738.01, 'atr14': 30.3051, 'vol_ratio_3_20': 0.4648, 'breakout_strength_atr': -0.7847, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 4.24, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.67, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 458.77}",0.0,0.25,714.23,177381638144,2436375468.4659996,2025-12-26T00:00:00Z,54.623905737874935,4.243049957896716,0.46480062691445745,4.20863454084575
ULTA,"Ulta Beauty, Inc.",NASDAQ,Consumer Cyclical,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.43, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.53, 'rsi14': 53.0, 'ma10': 599.3, 'ma20': 584.69, 'ma50': 545.43, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 22.97, 'breakout': {'score': 0.0, 'donchian20_prev': 616.34, 'donchian55_prev': 616.34, 'atr14': 14.8875, 'vol_ratio_3_20': 0.5306, 'breakout_strength_atr': -0.5924, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.45, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.93, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 482.05}",0.0,0.25,607.52,30764498944,537753339.7969999,2025-12-26T00:00:00Z,52.995621019108256,2.450536607848301,0.5306358078857364,1.4310283285199807
BBIO,"BridgeBio Pharma, Inc.",NASDAQ,Healthcare,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.37, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.55, 'rsi14': 57.32, 'ma10': 75.56, 'ma20': 74.31, 'ma50': 67.41, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 25.44, 'breakout': {'score': 0.0, 'donchian20_prev': 78.44, 'donchian55_prev': 78.44, 'atr14': 2.2243, 'vol_ratio_3_20': 0.5453, 'breakout_strength_atr': -1.1869, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.93, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.76, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 48.99}",0.0,0.25,75.8,14921994240,133580358.8185,2025-12-26T00:00:00Z,57.3170731707317,2.9344044477949476,0.5452830037038504,3.365629780724121
INDV,Indivior PLC,NASDAQ,Healthcare,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.71, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.29, 'rsi14': 58.27, 'ma10': 35.8, 'ma20': 35.34, 'ma50': 31.69, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 28.49, 'breakout': {'score': 0.0, 'donchian20_prev': 38.0, 'donchian55_prev': 38.0, 'atr14': 0.9656, 'vol_ratio_3_20': 0.288, 'breakout_strength_atr': -1.8538, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.67, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.71, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 20.17}",0.0,0.25,36.21,4122055680,123953307.14000003,2025-12-26T00:00:00Z,58.2701062215478,2.6666469404663293,0.28799315740552506,4.710526315789472
IVZ,Invesco Ltd.,NYSE,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.89, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.46, 'rsi14': 57.96, 'ma10': 26.68, 'ma20': 26.11, 'ma50': 24.48, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 20.46, 'breakout': {'score': 0.0, 'donchian20_prev': 27.48, 'donchian55_prev': 27.48, 'atr14': 0.6579, 'vol_ratio_3_20': 0.4647, 'breakout_strength_atr': -0.7904, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.44, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.74, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 19.52}",0.0,0.25,26.96,12665370624,144090068.468,2025-12-26T00:00:00Z,57.96460176991153,2.440202416278082,0.4647265533232901,1.8922852983988339
AES,The AES Corporation,NYSE,Utilities,6.25,6.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 9.28, 'within_5pct_52w_high': False, 'volume_ratio_3d_to_20d': 0.52, 'rsi14': 53.77, 'ma10': 13.78, 'ma20': 13.85, 'ma50': 13.99, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 20.11, 'breakout': {'score': 0.0, 'donchian20_prev': 14.2, 'donchian55_prev': 15.0, 'atr14': 0.3098, 'vol_ratio_3_20': 0.5207, 'breakout_strength_atr': -0.4196, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.2, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.29, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 12.6}",0.0,0.25,14.07,10147723264,91874755.25900002,2025-12-26T00:00:00Z,53.76884422110554,2.2017971367651534,0.5206892132444039,9.284332688588004
PH,Parker-Hannifin Corporation,NYSE,Industrials,6.25,6.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.23, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.34, 'rsi14': 53.54, 'ma10': 879.82, 'ma20': 876.44, 'ma50': 830.42, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 9.22, 'breakout': {'score': 0.0, 'donchian20_prev': 908.35, 'donchian55_prev': 908.35, 'atr14': 14.9006, 'vol_ratio_3_20': 0.3386, 'breakout_strength_atr': -1.3604, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.68, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.38, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 721.0}",0.0,0.25,888.08,117431631872,479753378.40650004,2025-12-26T00:00:00Z,53.540753724802826,1.677840316831174,0.33863018328993055,2.231518687730498
HAS,"Hasbro, Inc.",NASDAQ,Consumer Cyclical,6.25,6.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.04, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.47, 'rsi14': 55.92, 'ma10': 81.56, 'ma20': 81.75, 'ma50': 79.08, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 10.0, 'breakout': {'score': 0.0, 'donchian20_prev': 85.145, 'donchian55_prev': 85.145, 'atr14': 1.8387, 'vol_ratio_3_20': 0.4669, 'breakout_strength_atr': -1.4059, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.23, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.29, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 72.16}",0.0,0.25,82.56,12445087744,122829445.07900004,2025-12-26T00:00:00Z,55.91572123176665,2.227159468438537,0.4668918897330871,3.0359974161724046
IQV,IQVIA Holdings Inc.,NYSE,Healthcare,6.25,6.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.15, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.35, 'rsi14': 51.66, 'ma10': 223.47, 'ma20': 224.37, 'ma50': 220.21, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 13.98, 'breakout': {'score': 0.0, 'donchian20_prev': 232.71, 'donchian55_prev': 234.295, 'atr14': 4.127, 'vol_ratio_3_20': 0.3514, 'breakout_strength_atr': -1.403, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.82, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.09, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 182.97}",0.0,0.25,226.92,40073293824,314625294.797,2025-12-26T00:00:00Z,51.66407465007775,1.8186868877640932,0.35139545098202046,3.1477410956273078
