ticker,stage,reason
A,scoring,score_below_min
AAMI,filters,"$ADV20 $11,285,911 < $75,000,000"
AAOI,signal,chop_threshold_not_met
AAP,scoring,score_below_min
AAPL,scoring,score_below_min
AARD,filters,"$ADV20 $3,737,540 < $75,000,000"
AAT,filters,"$ADV20 $8,915,890 < $75,000,000"
ABAT,filters,"Price $3.36 < $5.00; $ADV20 $22,363,575 < $75,000,000"
ABBV,scoring,score_below_min
ABCB,filters,"$ADV20 $35,385,832 < $75,000,000"
ABEO,filters,"$ADV20 $6,057,627 < $75,000,000"
ABG,filters,"$ADV20 $43,921,259 < $75,000,000"
ABL,filters,"$ADV20 $5,598,495 < $75,000,000"
ABM,filters,"$ADV20 $38,842,132 < $75,000,000"
ABNB,scoring,score_below_min
ABR,filters,"$ADV20 $27,246,055 < $75,000,000"
ABSI,filters,"Price $3.49 < $5.00; $ADV20 $13,638,294 < $75,000,000"
ABT,scoring,score_below_min
ABTC,filters,"Price $1.72 < $5.00; $ADV20 $40,848,211 < $75,000,000"
ABUS,filters,"Price $4.62 < $5.00; $ADV20 $5,769,260 < $75,000,000"
ACA,filters,"$ADV20 $23,806,587 < $75,000,000"
ACAD,filters,"$ADV20 $39,781,399 < $75,000,000"
ACCO,filters,"Price $3.74 < $5.00; $ADV20 $2,890,277 < $75,000,000"
ACDC,filters,"Price $4.02 < $5.00; $ADV20 $4,402,711 < $75,000,000"
ACEL,filters,"$ADV20 $5,342,057 < $75,000,000"
ACGL,scoring,score_below_min
ACHR,scoring,score_below_min
ACIC,filters,"$ADV20 $1,529,476 < $75,000,000"
ACIW,filters,"$ADV20 $34,134,013 < $75,000,000"
ACLS,filters,"$ADV20 $42,469,127 < $75,000,000"
ACLX,scoring,score_below_min
ACMR,filters,"$ADV20 $46,155,778 < $75,000,000"
ACN,scoring,score_below_min
ACNB,filters,"$ADV20 $1,413,127 < $75,000,000"
ACNT,filters,"$ADV20 $998,167 < $75,000,000"
ACR,filters,"$ADV20 $1,152,441 < $75,000,000"
ACRE,filters,"Price $4.94 < $5.00; $ADV20 $3,016,806 < $75,000,000"
ACRS,filters,"Price $2.90 < $5.00; $ADV20 $3,816,251 < $75,000,000"
ACT,filters,"$ADV20 $10,457,565 < $75,000,000"
ACTG,filters,"Price $3.73 < $5.00; $ADV20 $801,133 < $75,000,000"
ACTU,filters,"$ADV20 $618,641 < $75,000,000"
ACU,filters,"$ADV20 $327,450 < $75,000,000"
ACVA,filters,"$ADV20 $20,089,686 < $75,000,000"
ADAM,filters,"$ADV20 $5,526,822 < $75,000,000"
ADBE,scoring,score_below_min
ADCT,filters,"Price $3.50 < $5.00; $ADV20 $7,666,340 < $75,000,000"
ADEA,filters,"$ADV20 $15,014,217 < $75,000,000"
ADI,scoring,score_below_min
ADM,scoring,score_below_min
ADMA,filters,"$ADV20 $44,558,934 < $75,000,000"
ADNT,filters,"$ADV20 $20,660,111 < $75,000,000"
ADP,scoring,score_below_min
ADPT,filters,"$ADV20 $44,315,612 < $75,000,000"
ADSK,scoring,score_below_min
ADTN,filters,"$ADV20 $11,092,238 < $75,000,000"
ADUS,filters,"$ADV20 $18,086,830 < $75,000,000"
ADV,filters,"Price $0.86 < $5.00; $ADV20 $991,503 < $75,000,000"
AEBI,filters,"$ADV20 $2,673,198 < $75,000,000"
AEE,scoring,score_below_min
AEHR,filters,"$ADV20 $12,075,278 < $75,000,000"
AEIS,filters,"$ADV20 $73,359,032 < $75,000,000"
AEO,scoring,score_below_min
AEP,scoring,score_below_min
AES,scoring,score_below_min
AESI,filters,"$ADV20 $24,002,190 < $75,000,000"
AEVA,filters,"$ADV20 $28,902,684 < $75,000,000"
AEYE,filters,"$ADV20 $945,881 < $75,000,000"
AFCG,filters,"Price $2.88 < $5.00; $ADV20 $925,277 < $75,000,000"
AFL,signal,chop_threshold_not_met
AFRI,filters,"$ADV20 $246,990 < $75,000,000"
AGIO,filters,"$ADV20 $45,133,098 < $75,000,000"
AGL,filters,"Price $0.72 < $5.00; $ADV20 $4,518,704 < $75,000,000"
AGM,filters,"$ADV20 $13,188,677 < $75,000,000"
AGX,scoring,score_below_min
AGYS,filters,"$ADV20 $17,301,596 < $75,000,000"
AHCO,filters,"$ADV20 $11,664,485 < $75,000,000"
AHH,filters,"$ADV20 $6,536,958 < $75,000,000"
AHL,filters,"$ADV20 $10,896,245 < $75,000,000"
AHR,scoring,score_below_min
AI,scoring,score_below_min
AIG,scoring,score_below_min
AII,filters,"$ADV20 $3,375,458 < $75,000,000"
AIN,filters,"$ADV20 $17,311,991 < $75,000,000"
AIOT,filters,"$ADV20 $6,201,391 < $75,000,000"
AIP,filters,"$ADV20 $10,832,901 < $75,000,000"
AIR,filters,"$ADV20 $29,609,694 < $75,000,000"
AIRJ,filters,"Price $4.18 < $5.00; $ADV20 $1,874,269 < $75,000,000"
AIRO,filters,"$ADV20 $5,468,646 < $75,000,000"
AIRS,filters,"Price $1.97 < $5.00; $ADV20 $1,645,454 < $75,000,000"
AISP,filters,"Price $2.95 < $5.00; $ADV20 $2,380,773 < $75,000,000"
AIV,filters,"$ADV20 $12,720,428 < $75,000,000"
AIZ,scoring,score_below_min
AJG,scoring,score_below_min
AKAM,scoring,score_below_min
AKBA,filters,"Price $1.59 < $5.00; $ADV20 $4,943,647 < $75,000,000"
AKR,filters,"$ADV20 $27,276,625 < $75,000,000"
ALAB,signal,chop_threshold_not_met
ALB,scoring,score_below_min
ALCO,filters,"$ADV20 $1,331,966 < $75,000,000"
ALDX,filters,"$ADV20 $7,885,836 < $75,000,000"
ALEC,filters,"Price $1.52 < $5.00; $ADV20 $2,150,908 < $75,000,000"
