ticker,stage,reason
A,filters,"$ADV20 $2,736,894 < $75,000,000"
AAMI,filters,"$ADV20 $2,736,894 < $75,000,000"
AAOI,filters,"$ADV20 $2,736,894 < $75,000,000"
AAP,filters,"$ADV20 $2,736,894 < $75,000,000"
AAPL,filters,"$ADV20 $2,736,894 < $75,000,000"
AARD,filters,"$ADV20 $2,736,894 < $75,000,000"
AAT,filters,"$ADV20 $2,736,894 < $75,000,000"
ABAT,filters,"$ADV20 $2,736,894 < $75,000,000"
ABBV,signal,bull_threshold_not_met
ABCB,signal,bull_threshold_not_met
ABEO,signal,bull_threshold_not_met
ABG,signal,bull_threshold_not_met
ABL,filters,"$ADV20 $41,476,776 < $75,000,000"
ABM,filters,"$ADV20 $41,476,776 < $75,000,000"
ABNB,filters,"$ADV20 $41,476,776 < $75,000,000"
ABR,filters,"$ADV20 $41,476,776 < $75,000,000"
ABSI,filters,"$ADV20 $41,476,776 < $75,000,000"
ABT,filters,"$ADV20 $31,736,485 < $75,000,000"
ABTC,scoring,score_below_min
ABUS,scoring,score_below_min
ACA,filters,"Price $4.39 < $5.00; $ADV20 $7,130,776 < $75,000,000"
ACAD,filters,"Price $1.43 < $5.00; $ADV20 $21,364,803 < $75,000,000"
ACCO,filters,"$ADV20 $23,886,557 < $75,000,000"
ACDC,filters,"$ADV20 $23,886,557 < $75,000,000"
ACEL,filters,"$ADV20 $23,886,557 < $75,000,000"
ACGL,filters,"$ADV20 $23,886,557 < $75,000,000"
ACHR,scoring,score_below_min
ACIC,scoring,score_below_min
ACIW,scoring,score_below_min
ACLS,scoring,score_below_min
ACLX,filters,"$ADV20 $52,062,640 < $75,000,000"
ACMR,filters,"$ADV20 $30,867,741 < $75,000,000"
ACN,filters,5d return 19.5% > 15.0% (avoiding chased names)
ACNB,filters,"$ADV20 $1,496,633 < $75,000,000"
ACNT,filters,"$ADV20 $1,496,633 < $75,000,000"
ACR,filters,"$ADV20 $1,496,633 < $75,000,000"
ACRE,scoring,score_below_min
ACRS,filters,"$ADV20 $459,004 < $75,000,000"
ACT,filters,"$ADV20 $459,004 < $75,000,000"
