ticker,name,exchange,sector,technical_score,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
ADMA,"ADMA Biologics, Inc.",NGM,Healthcare,10.0,"{'dist_to_52w_high_pct': 2.21, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.56, 'rsi14': 64.67, 'ma10': 314.62, 'ma20': 307.62, 'ma50': 288.95, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 29.74, 'breakout': {'score': 2.0, 'donchian20_prev': 327.31, 'donchian55_prev': 327.31, 'atr14': 10.2579, 'vol_ratio_3_20': 1.5642, 'breakout_strength_atr': -0.6688, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.2, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.96, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,320.45001220703125,3920702720,1250689756.65831,2026-02-06T00:00:00Z
ADNT,Adient plc,NYSE,Consumer Cyclical,10.0,"{'dist_to_52w_high_pct': 2.21, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.56, 'rsi14': 64.67, 'ma10': 314.62, 'ma20': 307.62, 'ma50': 288.95, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 29.74, 'breakout': {'score': 2.0, 'donchian20_prev': 327.31, 'donchian55_prev': 327.31, 'atr14': 10.2579, 'vol_ratio_3_20': 1.5642, 'breakout_strength_atr': -0.6688, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.2, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.96, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,320.45001220703125,2094348544,1250689756.65831,2026-02-06T00:00:00Z
ADP,"Automatic Data Processing, Inc.",NASDAQ,Technology,10.0,"{'dist_to_52w_high_pct': 2.21, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.56, 'rsi14': 64.67, 'ma10': 314.62, 'ma20': 307.62, 'ma50': 288.95, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 29.74, 'breakout': {'score': 2.0, 'donchian20_prev': 327.31, 'donchian55_prev': 327.31, 'atr14': 10.2579, 'vol_ratio_3_20': 1.5642, 'breakout_strength_atr': -0.6688, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.2, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.96, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,320.45001220703125,93573259264,1250689756.65831,2026-02-06T00:00:00Z
MEC,"Mayville Engineering Company, Inc.",NYSE,Industrials,10.0,"{'dist_to_52w_high_pct': 1.91, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.53, 'rsi14': 56.78, 'ma10': 492.04, 'ma20': 485.98, 'ma50': 461.94, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 39.94, 'breakout': {'score': 2.0, 'donchian20_prev': 513.59, 'donchian55_prev': 513.59, 'atr14': 16.5038, 'vol_ratio_3_20': 1.5312, 'breakout_strength_atr': -0.5932, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.28, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.99, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,503.79998779296875,439892704,290290246.37654114,2026-02-06T00:00:00Z
MDXG,"MiMedx Group, Inc.",NCM,Healthcare,10.0,"{'dist_to_52w_high_pct': 1.91, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.53, 'rsi14': 56.78, 'ma10': 492.04, 'ma20': 485.98, 'ma50': 461.94, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 39.94, 'breakout': {'score': 2.0, 'donchian20_prev': 513.59, 'donchian55_prev': 513.59, 'atr14': 16.5038, 'vol_ratio_3_20': 1.5312, 'breakout_strength_atr': -0.5932, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.28, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.99, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,503.79998779296875,762726144,290290246.37654114,2026-02-06T00:00:00Z
MED,"Medifast, Inc.",NYSE,Consumer Cyclical,10.0,"{'dist_to_52w_high_pct': 1.91, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.53, 'rsi14': 56.78, 'ma10': 492.04, 'ma20': 485.98, 'ma50': 461.94, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 39.94, 'breakout': {'score': 2.0, 'donchian20_prev': 513.59, 'donchian55_prev': 513.59, 'atr14': 16.5038, 'vol_ratio_3_20': 1.5312, 'breakout_strength_atr': -0.5932, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.28, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.99, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,503.79998779296875,124860856,290290246.37654114,2026-02-06T00:00:00Z
DMRC,Digimarc Corporation,NASDAQ,Technology,10.0,"{'dist_to_52w_high_pct': 4.84, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.78, 'rsi14': 52.41, 'ma10': 354.02, 'ma20': 351.62, 'ma50': 347.45, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 89.83, 'breakout': {'score': 2.0, 'donchian20_prev': 366.15, 'donchian55_prev': 377.54, 'atr14': 11.4179, 'vol_ratio_3_20': 1.7819, 'breakout_strength_atr': -0.6043, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.18, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.0, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,359.25,117705304,462539996.89230955,2026-02-06T00:00:00Z
DNLI,Denali Therapeutics Inc.,NASDAQ,Healthcare,10.0,"{'dist_to_52w_high_pct': 4.84, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.78, 'rsi14': 52.41, 'ma10': 354.02, 'ma20': 351.62, 'ma50': 347.45, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 89.83, 'breakout': {'score': 2.0, 'donchian20_prev': 366.15, 'donchian55_prev': 377.54, 'atr14': 11.4179, 'vol_ratio_3_20': 1.7819, 'breakout_strength_atr': -0.6043, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.18, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.0, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,359.25,3291818496,462539996.89230955,2026-02-06T00:00:00Z
DNOW,DNOW Inc.,NYSE,Industrials,10.0,"{'dist_to_52w_high_pct': 4.84, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.78, 'rsi14': 52.41, 'ma10': 354.02, 'ma20': 351.62, 'ma50': 347.45, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 89.83, 'breakout': {'score': 2.0, 'donchian20_prev': 366.15, 'donchian55_prev': 377.54, 'atr14': 11.4179, 'vol_ratio_3_20': 1.7819, 'breakout_strength_atr': -0.6043, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.18, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.0, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,359.25,3111686912,462539996.89230955,2026-02-06T00:00:00Z
DNTH,"Dianthus Therapeutics, Inc.",NCM,Healthcare,10.0,"{'dist_to_52w_high_pct': 4.84, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.78, 'rsi14': 52.41, 'ma10': 354.02, 'ma20': 351.62, 'ma50': 347.45, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 89.83, 'breakout': {'score': 2.0, 'donchian20_prev': 366.15, 'donchian55_prev': 377.54, 'atr14': 11.4179, 'vol_ratio_3_20': 1.7819, 'breakout_strength_atr': -0.6043, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.18, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.0, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,359.25,2193571840,462539996.89230955,2026-02-06T00:00:00Z
