ticker,stage,reason
ADMA,filters,"$ADV20 $38,153,570 < $75,000,000"
RSVR,filters,"$ADV20 $38,153,570 < $75,000,000"
CTLP,filters,"$ADV20 $38,153,570 < $75,000,000"
HPE,filters,"$ADV20 $38,153,570 < $75,000,000"
SXT,filters,"$ADV20 $38,153,570 < $75,000,000"
ADNT,filters,"$ADV20 $38,153,570 < $75,000,000"
AAT,filters,"$ADV20 $38,153,570 < $75,000,000"
COUR,filters,"$ADV20 $38,153,570 < $75,000,000"
HAE,filters,"$ADV20 $66,099,568 < $75,000,000"
PMTS,filters,"$ADV20 $66,099,568 < $75,000,000"
LFST,filters,"$ADV20 $66,099,568 < $75,000,000"
XERS,filters,"$ADV20 $66,099,568 < $75,000,000"
ATEX,filters,"$ADV20 $516,527 < $75,000,000"
KWR,filters,"$ADV20 $10,614,763 < $75,000,000"
BDX,signal,stress_blocked
COF,scoring,score_below_min
VCYT,filters,"$ADV20 $23,823,333 < $75,000,000"
SWKS,signal,stress_blocked
WSFS,scoring,score_below_min
TREE,signal,stress_blocked
QLYS,filters,"$ADV20 $19,998,236 < $75,000,000"
AMCR,scoring,score_below_min
UPBD,scoring,score_below_min
SLB,scoring,score_below_min
ARHS,filters,"$ADV20 $26,277,548 < $75,000,000"
SNCY,filters,"$ADV20 $26,277,548 < $75,000,000"
PROP,filters,"$ADV20 $13,885,918 < $75,000,000"
PBF,filters,"$ADV20 $10,857,080 < $75,000,000"
TSCO,filters,"$ADV20 $10,857,080 < $75,000,000"
REFI,scoring,score_below_min
PRAX,scoring,score_below_min
KOS,scoring,score_below_min
FSFG,filters,"$ADV20 $2,329,683 < $75,000,000"
IMMR,filters,"$ADV20 $2,329,683 < $75,000,000"
PHAT,filters,"$ADV20 $2,329,683 < $75,000,000"
CCL,filters,"$ADV20 $2,329,683 < $75,000,000"
APAM,filters,"$ADV20 $494,424 < $75,000,000"
BFC,scoring,score_below_min
EB,filters,"Price $4.41 < $5.00; $ADV20 $6,669,986 < $75,000,000"
FCPT,filters,"Price $4.41 < $5.00; $ADV20 $6,669,986 < $75,000,000"
LCII,filters,"$ADV20 $21,704,970 < $75,000,000"
TMP,filters,"$ADV20 $59,733,042 < $75,000,000"
PXED,filters,"$ADV20 $59,733,042 < $75,000,000"
HTB,filters,"$ADV20 $3,503,448 < $75,000,000"
CNNE,filters,"$ADV20 $6,732,455 < $75,000,000"
PSTL,filters,"$ADV20 $6,732,455 < $75,000,000"
AMPH,filters,"$ADV20 $6,732,455 < $75,000,000"
CLFD,filters,"$ADV20 $8,504,462 < $75,000,000"
AAP,filters,"$ADV20 $4,089,703 < $75,000,000"
WKC,filters,"$ADV20 $4,089,703 < $75,000,000"
CBU,filters,"$ADV20 $19,212,334 < $75,000,000"
AVB,filters,"$ADV20 $16,468,238 < $75,000,000"
EVTC,filters,"$ADV20 $16,468,238 < $75,000,000"
TTI,filters,"$ADV20 $18,791,439 < $75,000,000"
BALY,filters,"$ADV20 $18,791,439 < $75,000,000"
DAVE,filters,"$ADV20 $1,368,918 < $75,000,000"
PONY,filters,"$ADV20 $49,517,334 < $75,000,000"
SMA,filters,"$ADV20 $49,517,334 < $75,000,000"
KMT,filters,"$ADV20 $49,517,334 < $75,000,000"
ACT,filters,"$ADV20 $14,496,173 < $75,000,000"
SLAB,filters,"$ADV20 $14,496,173 < $75,000,000"
DASH,filters,"$ADV20 $14,496,173 < $75,000,000"
RDNT,filters,"$ADV20 $14,496,173 < $75,000,000"
NKE,signal,stress_blocked
SBCF,signal,stress_blocked
EU,filters,"Price $2.00 < $5.00; $ADV20 $925,701 < $75,000,000"
FF,filters,"Price $2.00 < $5.00; $ADV20 $925,701 < $75,000,000"
POWW,filters,"Price $2.00 < $5.00; $ADV20 $925,701 < $75,000,000"
CNO,filters,"Price $2.00 < $5.00; $ADV20 $925,701 < $75,000,000"
FN,filters,"Price $4.23 < $5.00; $ADV20 $964,102 < $75,000,000"
EP,filters,"Price $4.23 < $5.00; $ADV20 $964,102 < $75,000,000"
CSV,filters,"Price $2.95 < $5.00; $ADV20 $201,964 < $75,000,000"
SATS,filters,"$ADV20 $4,095,211 < $75,000,000"
CRNC,filters,"$ADV20 $4,095,211 < $75,000,000"
DGII,scoring,score_below_min
VTEX,filters,"Price $3.03 < $5.00; $ADV20 $3,174,172 < $75,000,000"
CWCO,filters,"Price $3.03 < $5.00; $ADV20 $3,174,172 < $75,000,000"
CEVA,filters,"Price $3.03 < $5.00; $ADV20 $3,174,172 < $75,000,000"
INV,filters,"Price $3.03 < $5.00; $ADV20 $3,174,172 < $75,000,000"
FTNT,filters,"Price $3.33 < $5.00; $ADV20 $4,975,485 < $75,000,000"
MMS,scoring,score_below_min
TRUE,scoring,score_below_min
XOMA,filters,"Price $2.54 < $5.00; $ADV20 $3,278,103 < $75,000,000"
MAZE,filters,"$ADV20 $24,898,773 < $75,000,000"
FCCO,filters,"$ADV20 $24,898,773 < $75,000,000"
OII,filters,"$ADV20 $24,898,773 < $75,000,000"
HTLD,filters,"$ADV20 $2,241,539 < $75,000,000"
ROST,filters,"$ADV20 $2,241,539 < $75,000,000"
SEG,filters,"$ADV20 $6,974,749 < $75,000,000"
SNAP,scoring,score_below_min
IP,filters,"$ADV20 $2,317,486 < $75,000,000"
