ticker,name,exchange,sector,technical_score,swing_score,swing_signal,swing_regime,signal_reason,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc,rsi14,atr_pct,vol_ratio_3_20,dist_52w_high_pct
APGE,"Apogee Therapeutics, Inc.",NGM,Healthcare,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.3, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.91, 'rsi14': 51.69, 'ma10': 77.02, 'ma20': 76.59, 'ma50': 67.92, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.92, 'breakout': {'score': 0.0, 'donchian20_prev': 80.99, 'donchian55_prev': 80.99, 'atr14': 2.9385, 'vol_ratio_3_20': 0.9052, 'breakout_strength_atr': -1.1843, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.79, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.06, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 46.52}",0.0,0.25,77.51,4783782400,76649909.69900002,2026-01-05T00:00:00Z,51.688923802042446,3.7911237259708392,0.9052298157856021,4.296826768736869
DOV,Dover Corporation,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.42, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.14, 'rsi14': 56.51, 'ma10': 198.55, 'ma20': 197.21, 'ma50': 188.15, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 28.91, 'breakout': {'score': 0.0, 'donchian20_prev': 203.685, 'donchian55_prev': 203.685, 'atr14': 3.2189, 'vol_ratio_3_20': 1.1359, 'breakout_strength_atr': -0.4396, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.59, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.67, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 178.87}",0.0,0.25,202.27,28350941184,203304770.707,2026-01-05T00:00:00Z,56.505576208178454,1.591408937134946,1.1358639455386579,2.4170204554226125
MLM,"Martin Marietta Materials, Inc.",NYSE,Basic Materials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.49, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.98, 'rsi14': 57.55, 'ma10': 636.12, 'ma20': 630.66, 'ma50': 619.23, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 24.04, 'breakout': {'score': 0.0, 'donchian20_prev': 646.49, 'donchian55_prev': 665.1825, 'atr14': 11.5689, 'vol_ratio_3_20': 0.9846, 'breakout_strength_atr': -0.3881, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.8, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.26, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 579.27}",0.0,0.25,642.0,39168282624,258659483.00899997,2026-01-05T00:00:00Z,57.550796265788016,1.8020115709835332,0.9846084932295943,3.485133779075668
JBHT,"J.B. Hunt Transport Services, Inc.",NASDAQ,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.18, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.77, 'rsi14': 56.55, 'ma10': 197.78, 'ma20': 196.35, 'ma50': 180.39, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 24.38, 'breakout': {'score': 0.0, 'donchian20_prev': 204.43, 'donchian55_prev': 204.43, 'atr14': 3.5323, 'vol_ratio_3_20': 0.7672, 'breakout_strength_atr': -0.6823, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.75, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.08, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 151.8}",0.0,0.25,202.02,19686391808,195814276.08449998,2026-01-05T00:00:00Z,56.549019607843135,1.7484654984655008,0.7671857608423164,1.1788876388005658
NUE,Nucor Corporation,NYSE,Basic Materials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.22, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.02, 'rsi14': 55.35, 'ma10': 164.99, 'ma20': 163.28, 'ma50': 155.43, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 32.4, 'breakout': {'score': 0.0, 'donchian20_prev': 169.65, 'donchian55_prev': 169.65, 'atr14': 3.7502, 'vol_ratio_3_20': 1.0205, 'breakout_strength_atr': -0.4053, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.23, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.48, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 136.32}",0.0,0.25,168.13,41572171776,255408352.11749998,2026-01-05T00:00:00Z,55.35081502480509,2.2305401432564933,1.0205498422930892,2.2158892636966394
PCAR,PACCAR Inc,NASDAQ,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.17, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.94, 'rsi14': 55.94, 'ma10': 111.58, 'ma20': 111.54, 'ma50': 104.77, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 20.64, 'breakout': {'score': 0.0, 'donchian20_prev': 114.5, 'donchian55_prev': 114.5, 'atr14': 1.7344, 'vol_ratio_3_20': 0.9352, 'breakout_strength_atr': -0.911, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.54, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.66, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 98.04}",0.0,0.25,112.92,64074932224,360483107.709,2026-01-05T00:00:00Z,55.944055944055954,1.5359546581650734,0.9352049372593044,2.17447803863814
HBAN,Huntington Bancshares Incorporated,NASDAQ,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.22, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.76, 'rsi14': 51.56, 'ma10': 17.66, 'ma20': 17.57, 'ma50': 16.51, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.5, 'breakout': {'score': 0.0, 'donchian20_prev': 18.035, 'donchian55_prev': 18.035, 'atr14': 0.2884, 'vol_ratio_3_20': 0.7606, 'breakout_strength_atr': -0.5375, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.61, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.49, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 16.18}",0.0,0.25,17.88,27322836992,354660795.3915,2026-01-05T00:00:00Z,51.562499999999964,1.6128555449025215,0.760562581980769,1.2154696132596816
PRU,"Prudential Financial, Inc.",NYSE,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.8, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.9, 'rsi14': 51.77, 'ma10': 114.37, 'ma20': 114.65, 'ma50': 109.19, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 24.21, 'breakout': {'score': 0.0, 'donchian20_prev': 118.31, 'donchian55_prev': 118.31, 'atr14': 1.757, 'vol_ratio_3_20': 0.9035, 'breakout_strength_atr': -0.5407, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.5, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.99, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 105.79}",0.0,0.25,117.36,37900734464,178272834.23799998,2026-01-05T00:00:00Z,51.76991150442481,1.497084672314734,0.9035483146613713,0.8029752345532946
FITB,Fifth Third Bancorp,NASDAQ,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.99, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.8, 'rsi14': 54.51, 'ma10': 47.93, 'ma20': 47.5, 'ma50': 44.57, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 26.84, 'breakout': {'score': 0.0, 'donchian20_prev': 48.71, 'donchian55_prev': 48.71, 'atr14': 0.7429, 'vol_ratio_3_20': 0.8024, 'breakout_strength_atr': -0.1211, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.53, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.28, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 41.8}",0.0,0.25,48.62,33549189120,327325769.124,2026-01-05T00:00:00Z,54.51055662188101,1.528045483927837,0.802359505495138,0.9876794623765389
EXPD,"Expeditors International of Washington, Inc.",NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.41, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.79, 'rsi14': 58.23, 'ma10': 151.78, 'ma20': 151.16, 'ma50': 142.08, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.84, 'breakout': {'score': 0.0, 'donchian20_prev': 155.04, 'donchian55_prev': 155.04, 'atr14': 2.4393, 'vol_ratio_3_20': 0.7889, 'breakout_strength_atr': -0.2624, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.58, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.9, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 122.58}",0.0,0.25,154.4,21607747584,182432949.9785,2026-01-05T00:00:00Z,58.22942643391523,1.5798436343449325,0.7888945069153224,0.4127966976264102
